PRODUCT_ID,PRODUCT_NAME,CATEGORY,PRICE,CREATED_TS
P25364,Product_25364,A,547.44,2023-01-30
P25365,Product_25365,D,610.84,2025-10-04
P25366,Product_25366,C,515.85,2023-03-08
P25367,Product_25367,A,380.29,2021-12-04
P25368,Product_25368,B,461.0,2020-01-28
P25369,Product_25369,D,130.39,2024-10-24
P25370,Product_25370,B,920.52,2024-10-29
P25371,Product_25371,D,843.26,2022-11-30
P25372,Product_25372,D,704.52,2025-02-14
P25373,Product_25373,B,20.18,2020-04-15
P25374,Product_25374,B,453.84,2022-07-08
P25375,Product_25375,C,341.97,2024-05-19
P25376,Product_25376,D,364.37,2022-01-30
P25377,Product_25377,C,152.26,2020-09-23
P25378,Product_25378,D,431.2,2022-06-26
P25379,Product_25379,B,837.62,2020-04-12
P25380,Product_25380,D,16.84,2020-01-03
P25381,Product_25381,B,381.35,2021-11-18
P25382,Product_25382,B,572.72,2023-02-08
P25383,Product_25383,D,916.72,2021-01-03
P25384,Product_25384,A,143.79,2024-01-14
P25385,Product_25385,C,955.26,2020-07-30
P25386,Product_25386,A,234.88,2024-09-17
P25387,Product_25387,B,804.77,2025-11-08
P25388,Product_25388,C,632.59,2022-03-01
P25389,Product_25389,A,902.37,2021-05-30
P25390,Product_25390,A,960.11,2021-12-04
P25391,Product_25391,B,711.9,2021-12-19
P25392,Product_25392,B,234.81,2025-07-25
P25393,Product_25393,D,810.62,2025-08-04
P25394,Product_25394,B,697.85,2021-09-09
P25395,Product_25395,D,902.34,2021-04-14
P25396,Product_25396,B,65.13,2023-06-19
P25397,Product_25397,C,612.89,2020-07-26
P25398,Product_25398,D,870.72,2021-02-13
P25399,Product_25399,D,835.32,2025-05-27
P25400,Product_25400,A,779.19,2025-01-09
P25401,Product_25401,D,174.68,2020-08-22
P25402,Product_25402,D,970.81,2021-05-30
P25403,Product_25403,B,361.98,2025-03-26
P25404,Product_25404,A,521.87,2021-03-21
P25405,Product_25405,A,878.91,2025-09-06
P25406,Product_25406,C,650.76,2023-10-26
P25407,Product_25407,D,220.95,2025-07-24
P25408,Product_25408,B,161.29,2020-10-23
P25409,Product_25409,C,384.39,2023-01-22
P25410,Product_25410,C,356.39,2022-05-30
P25411,Product_25411,B,961.74,2022-01-04
P25412,Product_25412,B,31.46,2020-06-11
P25413,Product_25413,A,412.06,2024-08-24
P25414,Product_25414,A,475.86,2022-07-12
P25415,Product_25415,C,267.77,2024-10-11
P25416,Product_25416,C,184.58,2023-08-23
P25417,Product_25417,C,568.84,2023-07-01
P25418,Product_25418,A,51.59,2025-01-27
P25419,Product_25419,D,124.85,2020-11-05
P25420,Product_25420,C,797.69,2022-09-11
P25421,Product_25421,C,844.24,2020-03-18
P25422,Product_25422,A,363.23,2023-05-10
P25423,Product_25423,C,793.35,2022-06-12
P25424,Product_25424,B,773.73,2023-09-07
P25425,Product_25425,B,601.24,2022-02-09
P25426,Product_25426,B,957.84,2024-02-11
P25427,Product_25427,C,727.71,2024-07-18
P25428,Product_25428,A,889.82,2020-04-26
P25429,Product_25429,B,386.36,2022-06-12
P25430,Product_25430,C,285.94,2024-11-01
P25431,Product_25431,C,637.08,2020-12-13
P25432,Product_25432,D,385.91,2022-05-06
P25433,Product_25433,B,211.53,2024-11-20
P25434,Product_25434,B,805.05,2020-05-11
P25435,Product_25435,A,265.19,2024-01-04
P25436,Product_25436,C,205.58,2025-01-22
P25437,Product_25437,A,355.33,2024-09-02
P25438,Product_25438,D,864.58,2020-04-25
P25439,Product_25439,A,858.31,2020-03-03
P25440,Product_25440,D,372.95,2023-09-02
P25441,Product_25441,D,464.41,2022-10-11
P25442,Product_25442,D,422.62,2021-01-22
P25443,Product_25443,A,982.16,2020-04-15
P25444,Product_25444,A,41.08,2024-04-07
P25445,Product_25445,B,406.18,2021-10-13
P25446,Product_25446,A,467.86,2021-10-29
P25447,Product_25447,D,749.56,2024-09-22
P25448,Product_25448,D,597.19,2022-04-22
P25449,Product_25449,D,887.87,2025-03-05
P25450,Product_25450,A,943.93,2024-09-10
P25451,Product_25451,A,376.08,2024-06-18
P25452,Product_25452,C,119.85,2025-10-11
P25453,Product_25453,C,952.73,2025-05-16
P25454,Product_25454,D,519.4,2020-09-08
P25455,Product_25455,C,153.28,2023-01-19
P25456,Product_25456,C,456.07,2023-01-16
P25457,Product_25457,B,405.09,2025-08-22
P25458,Product_25458,A,571.38,2020-02-01
P25459,Product_25459,C,974.9,2025-11-06
P25460,Product_25460,A,21.25,2023-03-26
P25461,Product_25461,A,832.1,2024-04-06
P25462,Product_25462,A,666.68,2025-12-25
P25463,Product_25463,D,749.64,2021-10-02
P25464,Product_25464,B,114.51,2023-11-28
P25465,Product_25465,A,714.46,2020-01-26
P25466,Product_25466,C,170.37,2022-03-16
P25467,Product_25467,D,788.87,2022-12-25
P25468,Product_25468,C,866.1,2022-05-10
P25469,Product_25469,C,760.12,2025-08-23
P25470,Product_25470,A,11.03,2020-10-26
P25471,Product_25471,C,427.0,2021-06-25
P25472,Product_25472,B,568.48,2023-09-11
P25473,Product_25473,C,987.21,2021-03-23
P25474,Product_25474,C,549.76,2023-09-09
P25475,Product_25475,B,554.47,2021-02-28
P25476,Product_25476,C,690.71,2022-01-16
P25477,Product_25477,B,832.1,2021-06-22
P25478,Product_25478,A,196.59,2024-04-30
P25479,Product_25479,A,744.43,2021-12-14
P25480,Product_25480,A,24.29,2024-09-20
P25481,Product_25481,A,689.95,2022-06-26
P25482,Product_25482,B,262.05,2020-08-18
P25483,Product_25483,B,767.15,2023-08-23
P25484,Product_25484,C,759.49,2020-08-27
P25485,Product_25485,D,666.95,2025-02-20
P25486,Product_25486,C,816.74,2023-12-01
P25487,Product_25487,B,160.99,2021-02-01
P25488,Product_25488,B,689.91,2021-11-27
P25489,Product_25489,A,682.56,2020-05-11
P25490,Product_25490,D,263.42,2021-12-31
P25491,Product_25491,B,269.29,2021-01-05
P25492,Product_25492,D,553.32,2022-04-04
P25493,Product_25493,A,797.98,2024-10-24
P25494,Product_25494,D,719.44,2021-05-29
P25495,Product_25495,C,338.86,2022-02-03
P25496,Product_25496,D,756.89,2025-02-25
P25497,Product_25497,A,854.45,2020-08-12
P25498,Product_25498,D,541.87,2021-03-06
P25499,Product_25499,D,623.4,2024-09-02
P25500,Product_25500,C,428.27,2022-01-19
P25501,Product_25501,D,511.11,2025-06-21
P25502,Product_25502,D,422.46,2020-07-12
P25503,Product_25503,D,961.05,2022-01-19
P25504,Product_25504,D,247.29,2025-08-11
P25505,Product_25505,B,687.64,2024-06-02
P25506,Product_25506,C,322.55,2024-08-11
P25507,Product_25507,C,723.46,2022-03-03
P25508,Product_25508,A,997.4,2021-08-09
P25509,Product_25509,A,294.33,2023-10-22
P25510,Product_25510,D,129.45,2021-07-24
P25511,Product_25511,B,161.71,2022-05-11
P25512,Product_25512,A,408.4,2023-05-29
P25513,Product_25513,C,574.72,2020-01-24
P25514,Product_25514,A,915.82,2025-12-15
P25515,Product_25515,B,107.38,2023-01-18
P25516,Product_25516,A,949.79,2020-06-10
P25517,Product_25517,D,280.31,2023-04-05
P25518,Product_25518,D,950.0,2022-07-03
P25519,Product_25519,A,648.88,2025-10-13
P25520,Product_25520,D,887.7,2020-07-05
P25521,Product_25521,D,336.95,2021-09-20
P25522,Product_25522,C,109.34,2021-07-01
P25523,Product_25523,A,589.41,2024-11-12
P25524,Product_25524,A,323.33,2025-10-17
P25525,Product_25525,D,313.42,2020-04-05
P25526,Product_25526,A,751.02,2020-06-02
P25527,Product_25527,A,890.14,2022-08-01
P25528,Product_25528,B,145.21,2021-03-16
P25529,Product_25529,A,473.9,2021-11-26
P25530,Product_25530,D,597.26,2024-11-29
P25531,Product_25531,B,322.75,2020-04-25
P25532,Product_25532,C,123.53,2022-05-24
P25533,Product_25533,D,905.99,2022-06-16
P25534,Product_25534,B,529.42,2020-05-12
P25535,Product_25535,D,257.7,2021-08-19
P25536,Product_25536,A,77.77,2025-06-15
P25537,Product_25537,C,786.11,2023-02-01
P25538,Product_25538,D,621.07,2023-09-30
P25539,Product_25539,B,520.39,2021-03-17
P25540,Product_25540,D,176.18,2023-11-08
P25541,Product_25541,A,309.3,2023-02-28
P25542,Product_25542,D,764.51,2022-01-30
P25543,Product_25543,C,654.88,2025-03-29
P25544,Product_25544,A,449.58,2022-11-08
P25545,Product_25545,B,909.78,2025-11-26
P25546,Product_25546,D,570.99,2020-11-25
P25547,Product_25547,B,749.19,2021-11-06
P25548,Product_25548,C,91.96,2020-01-27
P25549,Product_25549,C,23.8,2024-02-09
P25550,Product_25550,B,968.89,2020-11-29
P25551,Product_25551,D,438.76,2022-06-06
P25552,Product_25552,C,869.28,2020-02-09
P25553,Product_25553,C,607.54,2020-12-30
P25554,Product_25554,D,840.42,2024-02-15
P25555,Product_25555,D,421.78,2021-02-25
P25556,Product_25556,C,375.38,2020-08-09
P25557,Product_25557,D,556.69,2021-11-24
P25558,Product_25558,A,301.06,2025-04-07
P25559,Product_25559,D,467.96,2025-01-12
P25560,Product_25560,B,552.79,2025-10-14
P25561,Product_25561,A,21.65,2022-06-12
P25562,Product_25562,B,676.42,2023-04-19
P25563,Product_25563,B,387.17,2021-07-13
P25564,Product_25564,A,253.23,2020-07-02
P25565,Product_25565,C,102.31,2021-07-17
P25566,Product_25566,D,826.93,2024-02-17
P25567,Product_25567,A,864.06,2022-05-23
P25568,Product_25568,B,937.18,2023-06-10
P25569,Product_25569,A,953.0,2021-07-24
P25570,Product_25570,A,602.37,2023-11-21
P25571,Product_25571,D,484.09,2021-02-07
P25572,Product_25572,B,80.33,2020-08-06
P25573,Product_25573,D,690.94,2024-09-16
P25574,Product_25574,A,171.34,2020-12-31
P25575,Product_25575,C,526.97,2020-12-20
P25576,Product_25576,C,360.12,2023-04-11
P25577,Product_25577,A,481.59,2022-06-08
P25578,Product_25578,B,952.03,2024-03-27
P25579,Product_25579,A,121.17,2025-06-16
P25580,Product_25580,C,901.14,2024-12-02
P25581,Product_25581,A,280.28,2022-06-28
P25582,Product_25582,C,837.18,2023-10-28
P25583,Product_25583,C,719.54,2022-09-29
P25584,Product_25584,D,221.0,2025-09-12
P25585,Product_25585,D,627.82,2020-07-26
P25586,Product_25586,D,104.16,2021-05-15
P25587,Product_25587,C,368.76,2025-03-07
P25588,Product_25588,B,690.83,2023-12-07
P25589,Product_25589,B,286.14,2023-09-19
P25590,Product_25590,D,142.68,2023-11-30
P25591,Product_25591,D,423.85,2022-06-12
P25592,Product_25592,B,363.25,2023-02-12
P25593,Product_25593,C,627.69,2021-08-27
P25594,Product_25594,B,545.31,2021-07-09
P25595,Product_25595,C,70.57,2021-08-07
P25596,Product_25596,D,276.4,2021-11-11
P25597,Product_25597,D,479.93,2024-04-16
P25598,Product_25598,C,972.52,2022-12-05
P25599,Product_25599,A,530.23,2024-08-16
P25600,Product_25600,A,728.32,2023-09-05
P25601,Product_25601,C,275.38,2021-03-22
P25602,Product_25602,C,755.75,2020-02-17
P25603,Product_25603,C,640.49,2021-10-04
P25604,Product_25604,A,317.89,2025-12-05
P25605,Product_25605,C,169.5,2021-05-05
P25606,Product_25606,C,115.3,2025-11-05
P25607,Product_25607,D,393.0,2023-06-16
P25608,Product_25608,A,173.15,2023-05-17
P25609,Product_25609,D,646.52,2023-01-04
P25610,Product_25610,A,606.99,2021-05-25
P25611,Product_25611,D,27.63,2020-12-31
P25612,Product_25612,D,36.59,2021-08-21
P25613,Product_25613,A,415.65,2022-08-28
P25614,Product_25614,B,109.94,2023-03-08
P25615,Product_25615,B,523.54,2021-04-12
P25616,Product_25616,B,478.18,2024-02-11
P25617,Product_25617,A,645.87,2023-01-24
P25618,Product_25618,A,524.31,2021-06-28
P25619,Product_25619,A,364.04,2021-04-07
P25620,Product_25620,D,530.39,2025-03-18
P25621,Product_25621,D,214.57,2025-07-27
P25622,Product_25622,A,518.34,2023-12-13
P25623,Product_25623,C,412.85,2023-01-20
P25624,Product_25624,D,415.36,2023-05-12
P25625,Product_25625,D,356.57,2021-08-09
P25626,Product_25626,B,240.61,2021-07-21
P25627,Product_25627,B,485.99,2025-12-11
P25628,Product_25628,C,639.7,2021-05-30
P25629,Product_25629,C,410.35,2021-12-18
P25630,Product_25630,B,706.36,2021-01-28
P25631,Product_25631,A,55.16,2022-08-11
P25632,Product_25632,A,495.04,2023-07-28
P25633,Product_25633,C,574.86,2020-02-17
P25634,Product_25634,C,99.79,2020-01-20
P25635,Product_25635,B,88.35,2025-09-17
P25636,Product_25636,C,37.75,2025-11-26
P25637,Product_25637,A,578.27,2020-03-19
P25638,Product_25638,C,13.56,2025-03-07
P25639,Product_25639,B,549.81,2025-06-24
P25640,Product_25640,A,283.14,2022-09-14
P25641,Product_25641,A,110.68,2021-06-13
P25642,Product_25642,C,379.79,2025-12-23
P25643,Product_25643,C,345.96,2022-03-18
P25644,Product_25644,D,192.27,2024-03-05
P25645,Product_25645,A,147.57,2022-04-21
P25646,Product_25646,C,872.02,2021-05-02
P25647,Product_25647,B,185.74,2024-05-31
P25648,Product_25648,D,265.29,2020-06-18
P25649,Product_25649,C,424.05,2022-02-01
P25650,Product_25650,D,569.7,2021-12-24
P25651,Product_25651,C,523.49,2025-12-24
P25652,Product_25652,D,705.29,2021-12-27
P25653,Product_25653,B,913.77,2020-05-21
P25654,Product_25654,C,582.8,2021-02-28
P25655,Product_25655,C,866.2,2020-05-26
P25656,Product_25656,C,693.09,2022-07-11
P25657,Product_25657,A,855.65,2025-05-15
P25658,Product_25658,C,334.35,2023-08-05
P25659,Product_25659,C,711.16,2025-11-29
P25660,Product_25660,D,466.61,2025-01-07
P25661,Product_25661,C,664.09,2022-01-19
P25662,Product_25662,B,681.05,2024-05-19
P25663,Product_25663,B,42.86,2024-03-16
P25664,Product_25664,D,636.32,2020-02-15
P25665,Product_25665,A,848.91,2025-04-23
P25666,Product_25666,D,57.19,2021-08-18
P25667,Product_25667,D,948.15,2024-08-10
P25668,Product_25668,A,132.99,2025-11-11
P25669,Product_25669,C,794.92,2021-08-31
P25670,Product_25670,D,91.89,2022-08-06
P25671,Product_25671,B,234.78,2024-09-09
P25672,Product_25672,B,103.66,2022-06-09
P25673,Product_25673,D,948.99,2021-02-28
P25674,Product_25674,A,459.07,2020-02-29
P25675,Product_25675,A,760.92,2022-03-03
P25676,Product_25676,D,692.48,2025-07-13
P25677,Product_25677,C,510.57,2024-01-13
P25678,Product_25678,D,345.17,2023-07-05
P25679,Product_25679,A,456.56,2021-08-04
P25680,Product_25680,C,58.28,2022-03-14
P25681,Product_25681,C,184.15,2025-02-26
P25682,Product_25682,C,394.42,2024-03-03
P25683,Product_25683,B,565.26,2021-02-21
P25684,Product_25684,B,437.55,2025-11-15
P25685,Product_25685,D,918.97,2025-09-06
P25686,Product_25686,B,157.8,2022-10-11
P25687,Product_25687,B,641.19,2021-01-12
P25688,Product_25688,B,566.04,2020-02-04
P25689,Product_25689,B,51.86,2021-08-07
P25690,Product_25690,A,253.78,2023-07-18
P25691,Product_25691,D,587.96,2020-04-09
P25692,Product_25692,B,806.53,2025-10-02
P25693,Product_25693,C,687.55,2024-01-11
P25694,Product_25694,B,579.34,2021-09-12
P25695,Product_25695,C,552.22,2024-04-16
P25696,Product_25696,B,81.65,2020-06-12
P25697,Product_25697,D,238.75,2021-04-12
P25698,Product_25698,B,569.76,2025-06-14
P25699,Product_25699,A,271.87,2023-11-30
P25700,Product_25700,B,931.91,2024-03-23
P25701,Product_25701,B,425.67,2025-03-26
P25702,Product_25702,D,697.97,2022-09-20
P25703,Product_25703,A,813.95,2020-09-20
P25704,Product_25704,D,215.95,2021-07-15
P25705,Product_25705,A,204.92,2021-07-05
P25706,Product_25706,A,98.54,2022-08-31
P25707,Product_25707,B,705.91,2022-11-18
P25708,Product_25708,C,726.89,2023-09-24
P25709,Product_25709,C,634.93,2025-05-12
P25710,Product_25710,D,205.32,2023-11-03
P25711,Product_25711,A,381.88,2025-07-26
P25712,Product_25712,C,725.17,2025-09-07
P25713,Product_25713,D,206.09,2024-05-19
P25714,Product_25714,A,837.71,2021-09-30
P25715,Product_25715,B,34.22,2023-06-26
P25716,Product_25716,D,56.29,2025-11-17
P25717,Product_25717,C,886.4,2023-05-05
P25718,Product_25718,C,216.0,2023-09-09
P25719,Product_25719,D,151.66,2020-04-11
P25720,Product_25720,C,129.01,2023-01-09
P25721,Product_25721,B,502.48,2024-03-28
P25722,Product_25722,C,339.51,2023-08-31
P25723,Product_25723,A,329.29,2024-07-14
P25724,Product_25724,B,432.23,2021-08-17
P25725,Product_25725,A,122.91,2022-07-26
P25726,Product_25726,C,631.17,2020-06-25
P25727,Product_25727,B,413.26,2023-10-06
P25728,Product_25728,B,875.6,2022-03-06
P25729,Product_25729,C,17.66,2022-10-20
P25730,Product_25730,A,293.85,2024-07-11
P25731,Product_25731,B,338.15,2020-11-17
P25732,Product_25732,B,220.04,2023-02-01
P25733,Product_25733,D,416.33,2025-04-30
P25734,Product_25734,C,99.16,2025-04-25
P25735,Product_25735,D,656.0,2024-05-04
P25736,Product_25736,A,137.24,2022-09-11
P25737,Product_25737,B,336.66,2020-10-06
P25738,Product_25738,A,166.8,2021-03-16
P25739,Product_25739,A,320.36,2020-10-20
P25740,Product_25740,D,84.39,2024-06-15
P25741,Product_25741,B,318.57,2020-06-16
P25742,Product_25742,B,731.81,2020-01-03
P25743,Product_25743,D,247.06,2024-09-24
P25744,Product_25744,D,681.88,2024-01-09
P25745,Product_25745,B,827.7,2024-02-07
P25746,Product_25746,A,164.11,2021-05-04
P25747,Product_25747,B,429.89,2021-03-30
P25748,Product_25748,B,620.49,2022-02-16
P25749,Product_25749,D,692.8,2022-01-02
P25750,Product_25750,B,489.55,2023-06-26
P25751,Product_25751,A,841.35,2021-11-09
P25752,Product_25752,B,127.29,2020-05-10
P25753,Product_25753,D,84.69,2021-11-02
P25754,Product_25754,D,811.83,2024-06-15
P25755,Product_25755,B,764.51,2024-08-10
P25756,Product_25756,D,769.78,2025-07-07
P25757,Product_25757,D,692.45,2023-03-02
P25758,Product_25758,C,987.27,2024-06-25
P25759,Product_25759,A,102.45,2020-02-21
P25760,Product_25760,B,777.07,2025-11-13
P25761,Product_25761,C,530.95,2025-07-19
P25762,Product_25762,D,424.08,2025-01-28
P25763,Product_25763,A,790.9,2024-06-24
P25764,Product_25764,C,273.27,2022-05-31
P25765,Product_25765,B,314.46,2024-09-17
P25766,Product_25766,A,765.11,2020-11-22
P25767,Product_25767,C,738.86,2020-10-20
P25768,Product_25768,C,41.53,2023-01-13
P25769,Product_25769,B,132.5,2022-05-25
P25770,Product_25770,C,524.55,2023-09-13
P25771,Product_25771,B,704.57,2022-01-05
P25772,Product_25772,B,274.49,2024-01-30
P25773,Product_25773,C,597.32,2022-03-27
P25774,Product_25774,D,224.83,2023-03-27
P25775,Product_25775,A,16.85,2023-02-01
P25776,Product_25776,B,274.96,2024-11-08
P25777,Product_25777,D,555.33,2022-12-24
P25778,Product_25778,C,236.94,2021-02-02
P25779,Product_25779,D,588.91,2022-08-22
P25780,Product_25780,B,783.27,2025-07-28
P25781,Product_25781,B,319.4,2020-05-02
P25782,Product_25782,B,569.24,2020-08-28
P25783,Product_25783,D,354.58,2022-04-24
P25784,Product_25784,B,923.16,2022-11-06
P25785,Product_25785,C,601.51,2021-01-21
P25786,Product_25786,D,144.63,2023-10-11
P25787,Product_25787,A,200.81,2025-02-20
P25788,Product_25788,B,206.29,2025-10-30
P25789,Product_25789,A,387.76,2020-03-08
P25790,Product_25790,D,128.28,2023-09-12
P25791,Product_25791,B,389.13,2023-01-14
P25792,Product_25792,A,561.51,2023-05-15
P25793,Product_25793,A,190.8,2025-12-20
P25794,Product_25794,B,534.23,2022-12-15
P25795,Product_25795,C,818.6,2020-07-18
P25796,Product_25796,D,144.38,2025-04-15
P25797,Product_25797,D,805.82,2024-05-13
P25798,Product_25798,D,652.37,2020-06-18
P25799,Product_25799,A,562.01,2021-05-15
P25800,Product_25800,C,180.34,2024-08-30
P25801,Product_25801,B,435.34,2020-06-18
P25802,Product_25802,D,316.97,2020-08-28
P25803,Product_25803,D,203.18,2023-11-12
P25804,Product_25804,C,296.96,2023-11-16
P25805,Product_25805,C,717.35,2025-11-25
P25806,Product_25806,A,807.51,2022-03-27
P25807,Product_25807,B,83.0,2023-09-08
P25808,Product_25808,A,803.28,2021-09-30
P25809,Product_25809,B,257.38,2021-05-10
P25810,Product_25810,B,698.06,2025-12-14
P25811,Product_25811,C,76.94,2025-03-26
P25812,Product_25812,A,844.18,2020-06-06
P25813,Product_25813,A,525.16,2025-05-13
P25814,Product_25814,C,732.79,2023-12-04
P25815,Product_25815,B,255.33,2025-12-25
P25816,Product_25816,B,900.14,2020-05-02
P25817,Product_25817,A,899.5,2023-02-21
P25818,Product_25818,C,490.77,2021-07-15
P25819,Product_25819,A,988.09,2024-08-23
P25820,Product_25820,C,102.81,2022-04-03
P25821,Product_25821,A,430.51,2021-07-06
P25822,Product_25822,A,245.65,2023-03-21
P25823,Product_25823,C,734.79,2024-09-08
P25824,Product_25824,B,533.01,2025-09-08
P25825,Product_25825,C,563.4,2025-06-02
P25826,Product_25826,D,925.45,2023-11-13
P25827,Product_25827,D,758.4,2021-05-16
P25828,Product_25828,D,910.38,2023-08-22
P25829,Product_25829,B,808.85,2020-10-09
P25830,Product_25830,D,282.66,2022-07-24
P25831,Product_25831,B,572.53,2025-06-25
P25832,Product_25832,B,59.6,2023-04-29
P25833,Product_25833,A,391.46,2022-04-14
P25834,Product_25834,C,400.28,2023-04-24
P25835,Product_25835,D,960.26,2021-09-17
P25836,Product_25836,A,654.19,2024-12-13
P25837,Product_25837,B,183.99,2025-12-09
P25838,Product_25838,B,973.04,2022-10-30
P25839,Product_25839,C,130.38,2024-04-04
P25840,Product_25840,B,880.01,2023-08-27
P25841,Product_25841,A,685.99,2021-06-07
P25842,Product_25842,B,44.83,2024-12-28
P25843,Product_25843,C,826.98,2020-10-17
P25844,Product_25844,C,118.07,2022-01-22
P25845,Product_25845,D,520.53,2024-03-25
P25846,Product_25846,C,400.81,2024-01-24
P25847,Product_25847,B,893.93,2022-02-08
P25848,Product_25848,C,827.04,2021-06-09
P25849,Product_25849,B,812.1,2024-09-09
P25850,Product_25850,D,321.54,2023-01-28
P25851,Product_25851,A,495.9,2025-07-05
P25852,Product_25852,B,619.11,2025-01-11
P25853,Product_25853,A,611.92,2022-08-26
P25854,Product_25854,D,147.4,2025-05-19
P25855,Product_25855,D,947.02,2025-07-13
P25856,Product_25856,A,639.84,2024-03-20
P25857,Product_25857,A,145.69,2024-08-02
P25858,Product_25858,C,729.7,2024-08-07
P25859,Product_25859,B,84.62,2022-07-16
P25860,Product_25860,A,435.52,2021-04-28
P25861,Product_25861,B,391.77,2025-11-10
P25862,Product_25862,C,344.02,2021-07-07
P25863,Product_25863,B,94.48,2021-04-16
P25864,Product_25864,B,46.99,2020-12-04
P25865,Product_25865,D,18.18,2024-05-26
P25866,Product_25866,A,549.5,2023-09-01
P25867,Product_25867,B,155.72,2021-12-02
P25868,Product_25868,B,647.31,2023-08-25
P25869,Product_25869,C,145.44,2021-08-30
P25870,Product_25870,D,815.69,2025-12-20
P25871,Product_25871,C,218.55,2023-04-06
P25872,Product_25872,D,291.84,2022-03-21
P25873,Product_25873,B,444.66,2023-10-08
P25874,Product_25874,C,636.41,2022-11-08
P25875,Product_25875,A,707.25,2023-01-02
P25876,Product_25876,B,935.2,2021-03-07
P25877,Product_25877,B,133.35,2022-12-22
P25878,Product_25878,D,588.36,2021-05-20
P25879,Product_25879,B,919.39,2022-07-05
P25880,Product_25880,D,683.35,2022-09-22
P25881,Product_25881,B,745.78,2020-11-28
P25882,Product_25882,B,734.58,2022-06-19
P25883,Product_25883,B,132.59,2021-07-29
P25884,Product_25884,B,456.63,2024-08-28
P25885,Product_25885,B,852.14,2022-12-05
P25886,Product_25886,D,447.52,2025-01-02
P25887,Product_25887,B,179.81,2022-06-13
P25888,Product_25888,B,973.4,2020-05-07
P25889,Product_25889,B,312.4,2025-06-14
P25890,Product_25890,C,826.02,2025-09-25
P25891,Product_25891,D,743.13,2024-03-30
P25892,Product_25892,B,924.69,2025-12-05
P25893,Product_25893,C,285.96,2023-08-08
P25894,Product_25894,A,121.47,2025-01-27
P25895,Product_25895,A,129.15,2020-03-10
P25896,Product_25896,B,844.08,2020-06-19
P25897,Product_25897,A,372.35,2024-07-28
P25898,Product_25898,A,743.54,2024-06-01
P25899,Product_25899,A,842.85,2025-01-26
P25900,Product_25900,C,663.93,2024-10-15
P25901,Product_25901,C,836.9,2025-05-19
P25902,Product_25902,C,344.12,2021-02-19
P25903,Product_25903,A,837.7,2020-06-08
P25904,Product_25904,C,584.47,2023-11-06
P25905,Product_25905,B,419.1,2023-01-22
P25906,Product_25906,C,555.97,2022-02-20
P25907,Product_25907,A,926.94,2025-07-21
P25908,Product_25908,C,876.39,2021-10-29
P25909,Product_25909,B,216.96,2022-10-17
P25910,Product_25910,B,297.42,2021-07-10
P25911,Product_25911,A,173.4,2025-05-07
P25912,Product_25912,A,635.23,2024-05-06
P25913,Product_25913,A,75.95,2024-03-10
P25914,Product_25914,C,276.43,2023-11-04
P25915,Product_25915,C,929.52,2023-03-21
P25916,Product_25916,C,20.7,2022-05-30
P25917,Product_25917,B,63.56,2021-07-31
P25918,Product_25918,D,304.34,2025-06-05
P25919,Product_25919,A,933.75,2022-03-14
P25920,Product_25920,D,156.57,2021-02-16
P25921,Product_25921,B,925.01,2020-05-31
P25922,Product_25922,B,184.12,2022-07-04
P25923,Product_25923,B,470.62,2020-11-18
P25924,Product_25924,A,405.57,2022-04-05
P25925,Product_25925,B,145.43,2023-03-15
P25926,Product_25926,B,40.66,2025-10-10
P25927,Product_25927,D,175.55,2022-05-10
P25928,Product_25928,D,557.19,2024-05-18
P25929,Product_25929,D,828.68,2020-12-26
P25930,Product_25930,A,202.45,2024-06-20
P25931,Product_25931,A,343.27,2023-02-10
P25932,Product_25932,A,975.53,2020-05-17
P25933,Product_25933,B,284.13,2025-01-07
P25934,Product_25934,D,849.8,2021-02-21
P25935,Product_25935,D,585.58,2020-05-25
P25936,Product_25936,B,142.29,2025-09-20
P25937,Product_25937,B,302.08,2025-11-12
P25938,Product_25938,B,158.8,2024-07-25
P25939,Product_25939,B,183.45,2023-07-13
P25940,Product_25940,A,416.69,2020-08-11
P25941,Product_25941,B,48.36,2021-09-01
P25942,Product_25942,C,286.42,2023-11-08
P25943,Product_25943,D,675.63,2024-04-24
P25944,Product_25944,B,67.34,2022-01-12
P25945,Product_25945,B,324.99,2024-10-16
P25946,Product_25946,A,630.38,2023-11-19
P25947,Product_25947,A,563.07,2021-02-07
P25948,Product_25948,C,803.42,2025-01-31
P25949,Product_25949,A,468.38,2025-03-01
P25950,Product_25950,D,703.73,2025-08-09
P25951,Product_25951,C,676.9,2025-02-15
P25952,Product_25952,C,674.68,2021-05-03
P25953,Product_25953,B,769.11,2022-05-13
P25954,Product_25954,D,572.33,2020-10-28
P25955,Product_25955,A,232.48,2021-02-28
P25956,Product_25956,B,913.79,2024-01-29
P25957,Product_25957,A,179.37,2023-09-20
P25958,Product_25958,B,765.23,2023-05-14
P25959,Product_25959,B,865.71,2024-12-24
P25960,Product_25960,B,385.8,2025-03-05
P25961,Product_25961,D,865.22,2021-02-13
P25962,Product_25962,C,453.83,2021-02-12
P25963,Product_25963,B,246.15,2021-05-25
P25964,Product_25964,C,202.63,2024-09-16
P25965,Product_25965,D,348.67,2025-01-19
P25966,Product_25966,D,957.86,2022-07-06
P25967,Product_25967,D,32.05,2025-07-19
P25968,Product_25968,D,890.93,2022-06-22
P25969,Product_25969,A,543.57,2020-09-06
