CounterpartyId,CounterpartyType,Country_CD,RiskRating,Status,CREATED_TS
CP016336,FUND,C02883,MEDIUM,ACTIVE,2025-08-04 22:59:19
CP016337,FUND,C12861,LOW,ACTIVE,2020-12-14 17:33:34
CP016338,BANK,C30696,MEDIUM,ACTIVE,2022-07-03 19:18:31
CP016339,CORP,C46797,MEDIUM,ACTIVE,2025-05-30 17:44:49
CP016340,FUND,C34392,MEDIUM,ACTIVE,2024-03-28 22:55:58
CP016341,BANK,C49002,HIGH,ACTIVE,2023-01-29 18:38:04
CP016342,BANK,C35054,LOW,ACTIVE,2020-01-12 20:39:12
CP016343,CORP,C08649,MEDIUM,ACTIVE,2023-11-23 22:01:53
CP016344,CORP,C16982,LOW,ACTIVE,2023-07-26 14:04:29
CP016345,BANK,C24273,LOW,ACTIVE,2022-10-21 06:23:00
CP016346,CORP,C33428,HIGH,ACTIVE,2024-02-17 14:14:59
CP016347,BANK,C25433,MEDIUM,ACTIVE,2022-07-26 00:33:57
CP016348,FUND,C22947,LOW,ACTIVE,2022-08-13 16:08:52
CP016349,BANK,C10511,MEDIUM,ACTIVE,2024-05-19 11:54:22
CP016350,CORP,C38557,MEDIUM,ACTIVE,2022-05-19 19:12:26
CP016351,CORP,C27722,MEDIUM,ACTIVE,2025-07-21 16:01:27
CP016352,CORP,C02839,HIGH,ACTIVE,2024-09-22 17:03:36
CP016353,CORP,C49095,LOW,ACTIVE,2023-03-25 10:38:12
CP016354,BANK,C29177,MEDIUM,ACTIVE,2021-12-15 12:20:53
CP016355,BANK,C26712,LOW,ACTIVE,2021-02-03 19:20:23
CP016356,BANK,C18676,LOW,ACTIVE,2023-04-13 10:13:53
CP016357,BANK,C16199,HIGH,ACTIVE,2020-03-31 22:41:04
CP016358,CORP,C21044,HIGH,ACTIVE,2025-12-15 01:33:10
CP016359,FUND,C20565,HIGH,ACTIVE,2026-01-29 02:45:03
CP016360,FUND,C18602,MEDIUM,ACTIVE,2023-11-19 15:35:22
CP016361,CORP,C04673,HIGH,ACTIVE,2021-09-19 16:17:55
CP016362,FUND,C40571,MEDIUM,ACTIVE,2020-10-28 13:47:07
CP016363,BANK,C00067,LOW,ACTIVE,2023-06-26 01:07:01
CP016364,FUND,C35945,MEDIUM,ACTIVE,2022-03-16 11:42:10
CP016365,BANK,C40964,HIGH,ACTIVE,2020-06-04 06:56:12
CP016366,BANK,C39156,MEDIUM,ACTIVE,2025-09-07 21:00:32
CP016367,BANK,C08764,LOW,ACTIVE,2023-04-11 21:43:53
CP016368,CORP,C00827,HIGH,ACTIVE,2021-09-21 04:25:55
CP016369,BANK,C29291,MEDIUM,ACTIVE,2020-10-24 23:33:05
CP016370,CORP,C34792,MEDIUM,ACTIVE,2024-10-22 09:54:47
CP016371,CORP,C31931,HIGH,ACTIVE,2021-09-21 12:33:44
CP016372,FUND,C35662,MEDIUM,ACTIVE,2024-04-06 23:56:14
CP016373,FUND,C20806,MEDIUM,ACTIVE,2021-03-03 12:05:31
CP016374,FUND,C16368,LOW,ACTIVE,2020-12-25 05:57:53
CP016375,CORP,C14539,LOW,ACTIVE,2024-08-25 00:22:22
CP016376,CORP,C26662,HIGH,ACTIVE,2024-03-12 18:51:13
CP016377,BANK,C16112,HIGH,ACTIVE,2023-05-07 06:42:54
CP016378,CORP,C32749,MEDIUM,ACTIVE,2021-06-20 04:37:43
CP016379,BANK,C29446,LOW,ACTIVE,2024-02-09 08:19:21
CP016380,FUND,C26855,LOW,ACTIVE,2021-05-26 14:25:32
CP016381,CORP,C04465,LOW,ACTIVE,2025-01-11 07:54:22
CP016382,BANK,C07683,LOW,ACTIVE,2021-04-27 01:37:21
CP016383,BANK,C44522,MEDIUM,ACTIVE,2022-01-26 19:09:41
CP016384,CORP,C13597,HIGH,ACTIVE,2021-04-04 21:45:02
CP016385,FUND,C09350,HIGH,ACTIVE,2023-11-02 17:00:44
CP016386,BANK,C06714,MEDIUM,ACTIVE,2022-04-29 22:46:11
CP016387,CORP,C37064,LOW,ACTIVE,2023-03-27 12:50:57
CP016388,CORP,C14766,HIGH,ACTIVE,2024-09-13 09:51:01
CP016389,BANK,C36041,LOW,ACTIVE,2021-06-20 12:37:44
CP016390,BANK,C10497,MEDIUM,ACTIVE,2024-10-17 21:26:02
CP016391,BANK,C49802,LOW,ACTIVE,2025-04-02 08:10:16
CP016392,CORP,C34440,MEDIUM,ACTIVE,2022-07-25 00:01:20
CP016393,CORP,C11397,MEDIUM,ACTIVE,2024-08-13 23:30:22
CP016394,CORP,C07829,MEDIUM,ACTIVE,2024-05-25 10:09:12
CP016395,FUND,C42765,MEDIUM,ACTIVE,2020-11-30 20:13:01
CP016396,FUND,C43023,MEDIUM,ACTIVE,2021-06-12 09:03:14
CP016397,CORP,C39122,HIGH,ACTIVE,2025-06-26 16:18:44
CP016398,BANK,C47621,MEDIUM,ACTIVE,2024-02-17 16:11:28
CP016399,CORP,C29151,LOW,ACTIVE,2025-01-08 16:53:31
CP016400,CORP,C14722,MEDIUM,ACTIVE,2026-01-23 13:48:36
CP016401,FUND,C14772,HIGH,ACTIVE,2021-08-28 00:59:21
CP016402,CORP,C06012,LOW,ACTIVE,2023-12-20 14:22:57
CP016403,BANK,C21728,HIGH,ACTIVE,2020-04-18 09:33:15
CP016404,FUND,C28578,LOW,ACTIVE,2025-07-10 15:09:04
CP016405,CORP,C28274,HIGH,ACTIVE,2025-11-21 14:51:18
CP016406,FUND,C46753,HIGH,ACTIVE,2023-03-28 06:32:46
CP016407,BANK,C25716,HIGH,ACTIVE,2024-12-04 23:15:47
CP016408,BANK,C05390,MEDIUM,ACTIVE,2023-06-26 11:29:58
CP016409,CORP,C13692,HIGH,ACTIVE,2021-03-07 13:09:08
CP016410,CORP,C28763,LOW,ACTIVE,2025-04-20 07:09:06
CP016411,FUND,C42604,LOW,ACTIVE,2020-04-03 22:14:47
CP016412,BANK,C21644,LOW,ACTIVE,2021-05-26 16:42:40
CP016413,CORP,C16630,MEDIUM,ACTIVE,2021-06-03 19:02:22
CP016414,BANK,C19118,MEDIUM,ACTIVE,2023-12-03 05:27:22
CP016415,CORP,C11403,MEDIUM,ACTIVE,2021-11-17 22:11:34
CP016416,CORP,C36256,LOW,ACTIVE,2025-09-12 07:48:19
CP016417,BANK,C14778,LOW,ACTIVE,2024-01-24 23:23:45
CP016418,CORP,C30420,MEDIUM,ACTIVE,2023-05-12 19:28:29
CP016419,CORP,C00683,LOW,ACTIVE,2026-01-21 10:47:31
CP016420,CORP,C14893,LOW,ACTIVE,2021-08-29 13:12:28
CP016421,CORP,C35822,LOW,ACTIVE,2023-03-18 03:05:29
CP016422,CORP,C05690,MEDIUM,ACTIVE,2021-06-09 19:48:26
CP016423,CORP,C09605,HIGH,ACTIVE,2025-07-15 13:54:11
CP016424,CORP,C21341,HIGH,ACTIVE,2023-03-22 07:37:37
CP016425,CORP,C44583,HIGH,ACTIVE,2022-08-19 08:40:21
CP016426,FUND,C47309,MEDIUM,ACTIVE,2025-04-10 14:55:41
CP016427,CORP,C23898,HIGH,ACTIVE,2022-08-09 22:22:37
CP016428,CORP,C23736,LOW,ACTIVE,2021-08-27 01:35:18
CP016429,FUND,C10756,HIGH,ACTIVE,2022-11-16 11:56:43
CP016430,FUND,C21139,MEDIUM,ACTIVE,2020-06-19 04:39:30
CP016431,BANK,C42065,LOW,ACTIVE,2020-06-09 09:29:10
CP016432,BANK,C24780,HIGH,ACTIVE,2022-11-06 04:31:22
CP016433,BANK,C49213,LOW,ACTIVE,2020-09-20 20:24:08
CP016434,BANK,C10253,LOW,ACTIVE,2023-01-02 21:20:25
CP016435,FUND,C33144,HIGH,ACTIVE,2023-05-09 23:01:13
CP016436,BANK,C16607,MEDIUM,ACTIVE,2021-03-10 19:40:49
CP016437,CORP,C38216,MEDIUM,ACTIVE,2024-10-15 17:43:39
CP016438,FUND,C16519,MEDIUM,ACTIVE,2021-11-26 12:19:28
CP016439,CORP,C40851,LOW,ACTIVE,2025-02-16 22:08:31
CP016440,BANK,C19095,LOW,ACTIVE,2022-11-05 13:17:26
CP016441,BANK,C09320,MEDIUM,ACTIVE,2020-05-01 03:44:43
CP016442,CORP,C17778,MEDIUM,ACTIVE,2020-09-25 02:34:35
CP016443,BANK,C01780,LOW,ACTIVE,2025-04-16 22:01:07
CP016444,BANK,C17575,MEDIUM,ACTIVE,2023-07-28 17:01:00
CP016445,BANK,C24311,LOW,ACTIVE,2022-04-21 08:50:41
CP016446,BANK,C20369,MEDIUM,ACTIVE,2023-07-03 17:53:14
CP016447,CORP,C49765,LOW,ACTIVE,2024-01-17 06:43:23
CP016448,BANK,C29301,LOW,ACTIVE,2025-02-10 16:40:05
CP016449,FUND,C26070,MEDIUM,ACTIVE,2022-11-07 10:17:37
CP016450,CORP,C07876,LOW,ACTIVE,2023-07-10 15:51:26
CP016451,CORP,C45328,MEDIUM,ACTIVE,2024-06-09 12:00:19
CP016452,FUND,C02336,LOW,ACTIVE,2025-08-09 19:35:21
CP016453,BANK,C00111,HIGH,ACTIVE,2020-08-31 21:45:16
CP016454,CORP,C12560,HIGH,ACTIVE,2020-07-10 06:41:49
CP016455,FUND,C05491,LOW,ACTIVE,2024-10-12 05:49:43
CP016456,FUND,C43798,LOW,ACTIVE,2022-12-06 04:50:12
CP016457,FUND,C27463,MEDIUM,ACTIVE,2022-04-22 08:53:32
CP016458,CORP,C38496,MEDIUM,ACTIVE,2025-12-05 07:54:19
CP016459,FUND,C02054,LOW,ACTIVE,2020-10-07 17:18:17
CP016460,FUND,C40512,MEDIUM,ACTIVE,2021-02-16 18:06:41
CP016461,FUND,C37827,MEDIUM,ACTIVE,2025-01-31 06:26:56
CP016462,CORP,C45101,HIGH,ACTIVE,2024-08-04 02:26:07
CP016463,FUND,C26410,LOW,ACTIVE,2022-04-28 13:15:25
CP016464,CORP,C20183,LOW,ACTIVE,2020-08-25 11:56:09
CP016465,CORP,C32855,HIGH,ACTIVE,2021-06-10 09:29:09
CP016466,FUND,C14691,MEDIUM,ACTIVE,2024-04-23 23:48:16
CP016467,BANK,C15538,HIGH,ACTIVE,2025-12-03 22:44:59
CP016468,CORP,C10449,LOW,ACTIVE,2023-05-21 11:52:19
CP016469,FUND,C16428,LOW,ACTIVE,2023-10-19 06:11:17
CP016470,CORP,C31771,LOW,ACTIVE,2020-05-28 10:37:43
CP016471,FUND,C15373,LOW,ACTIVE,2023-08-28 22:54:42
CP016472,FUND,C00924,HIGH,ACTIVE,2025-04-20 13:05:19
CP016473,BANK,C19307,HIGH,ACTIVE,2020-03-08 23:45:48
CP016474,CORP,C11411,LOW,ACTIVE,2023-03-17 21:45:13
CP016475,CORP,C36262,MEDIUM,ACTIVE,2026-01-29 12:52:55
CP016476,CORP,C28576,LOW,ACTIVE,2025-02-24 02:22:23
CP016477,CORP,C36880,LOW,ACTIVE,2021-05-22 10:47:19
CP016478,FUND,C03429,HIGH,ACTIVE,2024-04-02 16:49:52
CP016479,CORP,C38405,LOW,ACTIVE,2022-01-07 16:43:35
CP016480,BANK,C46676,HIGH,ACTIVE,2021-04-24 13:21:01
CP016481,CORP,C48293,MEDIUM,ACTIVE,2024-09-07 03:12:35
CP016482,FUND,C28653,LOW,ACTIVE,2025-12-16 05:21:56
CP016483,FUND,C21816,HIGH,ACTIVE,2023-10-06 13:10:13
CP016484,FUND,C07162,MEDIUM,ACTIVE,2022-12-26 03:44:23
CP016485,FUND,C33260,MEDIUM,ACTIVE,2020-06-14 09:54:18
CP016486,FUND,C44864,LOW,ACTIVE,2022-10-22 16:29:01
CP016487,CORP,C46111,MEDIUM,ACTIVE,2025-05-02 16:38:43
CP016488,CORP,C29063,LOW,ACTIVE,2021-03-19 14:52:31
CP016489,FUND,C42469,MEDIUM,ACTIVE,2023-08-07 09:40:24
CP016490,FUND,C42556,MEDIUM,ACTIVE,2026-01-22 18:57:37
CP016491,CORP,C16661,LOW,ACTIVE,2024-01-06 19:36:54
CP016492,FUND,C48652,HIGH,ACTIVE,2026-03-17 10:58:59
CP016493,FUND,C01209,HIGH,ACTIVE,2024-03-05 12:17:32
CP016494,BANK,C29637,MEDIUM,ACTIVE,2021-03-02 16:48:39
CP016495,BANK,C16054,HIGH,ACTIVE,2022-07-25 19:10:51
CP016496,BANK,C38714,HIGH,ACTIVE,2020-08-04 12:33:20
CP016497,BANK,C23900,HIGH,ACTIVE,2025-02-13 02:52:50
CP016498,FUND,C23060,MEDIUM,ACTIVE,2021-04-08 23:28:56
CP016499,FUND,C49910,LOW,ACTIVE,2024-01-30 13:18:51
CP016500,FUND,C06442,MEDIUM,ACTIVE,2021-03-06 18:51:21
CP016501,FUND,C09681,HIGH,ACTIVE,2025-12-26 20:03:31
CP016502,BANK,C12738,HIGH,ACTIVE,2023-09-11 04:10:53
CP016503,CORP,C37209,MEDIUM,ACTIVE,2024-05-05 06:16:12
CP016504,FUND,C44849,HIGH,ACTIVE,2021-05-08 07:07:01
CP016505,FUND,C03568,MEDIUM,ACTIVE,2022-05-14 12:09:22
CP016506,CORP,C09548,HIGH,ACTIVE,2022-10-07 01:44:28
CP016507,CORP,C09652,LOW,ACTIVE,2025-05-13 23:06:05
CP016508,CORP,C26720,HIGH,ACTIVE,2026-03-10 01:43:41
CP016509,BANK,C32768,MEDIUM,ACTIVE,2020-06-01 19:49:45
CP016510,FUND,C43525,MEDIUM,ACTIVE,2022-07-09 14:25:32
CP016511,BANK,C40154,HIGH,ACTIVE,2023-05-29 11:25:14
CP016512,BANK,C09282,MEDIUM,ACTIVE,2022-08-28 22:37:03
CP016513,CORP,C01658,HIGH,ACTIVE,2022-07-29 18:44:36
CP016514,CORP,C18679,LOW,ACTIVE,2021-10-31 04:23:26
CP016515,BANK,C21008,HIGH,ACTIVE,2023-07-13 05:45:32
CP016516,CORP,C44109,HIGH,ACTIVE,2024-10-27 06:19:27
CP016517,CORP,C03922,LOW,ACTIVE,2020-05-18 12:25:23
CP016518,CORP,C13256,LOW,ACTIVE,2023-01-10 02:59:56
CP016519,BANK,C19408,LOW,ACTIVE,2022-05-08 23:55:30
CP016520,BANK,C13894,HIGH,ACTIVE,2025-10-02 10:12:30
CP016521,FUND,C21235,HIGH,ACTIVE,2021-10-21 19:52:34
CP016522,CORP,C32524,LOW,ACTIVE,2023-11-28 23:15:50
CP016523,BANK,C41081,HIGH,ACTIVE,2020-09-30 22:04:06
CP016524,CORP,C41426,HIGH,ACTIVE,2026-03-03 04:54:08
CP016525,FUND,C11436,HIGH,ACTIVE,2022-07-31 12:37:34
CP016526,FUND,C42040,HIGH,ACTIVE,2023-11-21 22:28:11
CP016527,FUND,C10012,HIGH,ACTIVE,2022-07-25 17:32:10
CP016528,FUND,C17711,LOW,ACTIVE,2020-01-10 04:41:15
CP016529,FUND,C10940,LOW,ACTIVE,2020-03-16 20:37:02
CP016530,CORP,C49004,MEDIUM,ACTIVE,2021-01-13 02:41:51
CP016531,FUND,C42070,HIGH,ACTIVE,2021-11-15 14:13:03
CP016532,BANK,C00918,HIGH,ACTIVE,2020-02-18 23:32:36
CP016533,CORP,C18243,LOW,ACTIVE,2021-12-01 01:51:29
CP016534,CORP,C25935,MEDIUM,ACTIVE,2022-09-28 06:59:52
CP016535,FUND,C45805,HIGH,ACTIVE,2024-10-28 23:16:31
CP016536,FUND,C43313,HIGH,ACTIVE,2023-03-27 13:20:41
CP016537,CORP,C16179,LOW,ACTIVE,2025-06-27 23:30:00
CP016538,BANK,C46264,LOW,ACTIVE,2021-03-19 14:20:46
CP016539,CORP,C35221,HIGH,ACTIVE,2024-06-11 10:16:39
CP016540,FUND,C31780,LOW,ACTIVE,2020-01-11 04:05:31
CP016541,FUND,C03777,MEDIUM,ACTIVE,2020-11-27 15:52:48
CP016542,BANK,C10172,LOW,ACTIVE,2021-01-08 17:14:52
CP016543,BANK,C44442,LOW,ACTIVE,2024-04-28 23:40:07
CP016544,BANK,C37930,HIGH,ACTIVE,2023-10-02 04:54:33
CP016545,FUND,C19857,MEDIUM,ACTIVE,2020-12-19 09:38:56
CP016546,BANK,C29980,HIGH,ACTIVE,2022-06-14 07:16:49
CP016547,BANK,C32711,HIGH,ACTIVE,2023-06-22 01:33:03
CP016548,FUND,C35726,LOW,ACTIVE,2020-09-20 23:48:30
CP016549,CORP,C17108,MEDIUM,ACTIVE,2021-09-07 20:19:01
CP016550,BANK,C14018,MEDIUM,ACTIVE,2026-03-10 13:09:20
CP016551,BANK,C39125,MEDIUM,ACTIVE,2025-05-22 22:55:03
CP016552,FUND,C29387,MEDIUM,ACTIVE,2024-11-12 13:33:53
CP016553,FUND,C46722,LOW,ACTIVE,2024-10-13 07:47:26
CP016554,BANK,C29220,HIGH,ACTIVE,2023-07-11 05:51:45
CP016555,FUND,C05906,LOW,ACTIVE,2026-01-09 02:01:21
CP016556,BANK,C44838,HIGH,ACTIVE,2025-12-10 02:24:30
CP016557,FUND,C18602,LOW,ACTIVE,2023-03-26 09:53:35
CP016558,CORP,C04883,LOW,ACTIVE,2023-11-05 20:51:30
CP016559,FUND,C20351,LOW,ACTIVE,2023-11-08 19:46:07
CP016560,CORP,C30679,HIGH,ACTIVE,2025-07-21 19:37:27
CP016561,FUND,C14666,MEDIUM,ACTIVE,2021-04-22 07:27:08
CP016562,FUND,C25424,LOW,ACTIVE,2022-03-08 13:37:07
CP016563,FUND,C19173,HIGH,ACTIVE,2024-05-17 00:13:34
CP016564,CORP,C05911,HIGH,ACTIVE,2020-04-13 11:07:59
CP016565,CORP,C45499,MEDIUM,ACTIVE,2023-12-28 18:09:51
CP016566,BANK,C07046,LOW,ACTIVE,2022-06-15 09:58:58
CP016567,FUND,C17664,LOW,ACTIVE,2025-12-28 14:45:19
CP016568,BANK,C02107,HIGH,ACTIVE,2024-06-17 15:54:07
CP016569,CORP,C39873,HIGH,ACTIVE,2023-07-05 04:58:43
CP016570,BANK,C36655,MEDIUM,ACTIVE,2021-08-26 09:17:00
CP016571,BANK,C04937,LOW,ACTIVE,2024-06-08 05:46:00
CP016572,FUND,C35667,LOW,ACTIVE,2025-11-08 06:04:29
CP016573,FUND,C08695,HIGH,ACTIVE,2020-12-22 13:38:18
CP016574,CORP,C47024,HIGH,ACTIVE,2023-11-18 11:57:18
CP016575,BANK,C36271,MEDIUM,ACTIVE,2020-04-10 23:39:03
CP016576,CORP,C42014,LOW,ACTIVE,2026-01-13 07:29:44
CP016577,FUND,C15922,HIGH,ACTIVE,2021-06-13 12:17:49
CP016578,CORP,C11451,LOW,ACTIVE,2023-10-21 02:25:05
CP016579,FUND,C17467,HIGH,ACTIVE,2021-09-29 16:13:52
CP016580,CORP,C23775,HIGH,ACTIVE,2021-03-06 15:53:06
CP016581,FUND,C06222,HIGH,ACTIVE,2023-03-04 07:04:34
CP016582,FUND,C16714,MEDIUM,ACTIVE,2022-02-27 21:14:50
CP016583,CORP,C47298,MEDIUM,ACTIVE,2023-12-06 22:07:15
CP016584,CORP,C10469,MEDIUM,ACTIVE,2020-06-15 19:24:03
CP016585,FUND,C21982,MEDIUM,ACTIVE,2022-08-27 13:08:02
CP016586,CORP,C46321,LOW,ACTIVE,2020-03-14 16:29:22
CP016587,BANK,C22934,HIGH,ACTIVE,2021-01-16 19:38:35
CP016588,BANK,C49243,HIGH,ACTIVE,2024-02-23 06:53:40
CP016589,BANK,C45894,MEDIUM,ACTIVE,2023-08-19 20:04:05
CP016590,CORP,C02934,HIGH,ACTIVE,2022-12-06 14:03:56
CP016591,FUND,C42271,MEDIUM,ACTIVE,2023-01-08 23:23:27
CP016592,CORP,C28230,HIGH,ACTIVE,2020-07-04 14:05:34
CP016593,BANK,C13820,MEDIUM,ACTIVE,2022-02-03 20:08:43
CP016594,CORP,C14128,LOW,ACTIVE,2021-01-18 10:31:32
CP016595,FUND,C30709,LOW,ACTIVE,2025-02-05 03:09:39
CP016596,BANK,C31149,LOW,ACTIVE,2025-12-12 19:35:19
CP016597,CORP,C14119,MEDIUM,ACTIVE,2026-02-23 20:19:50
CP016598,FUND,C34547,HIGH,ACTIVE,2021-09-17 03:20:32
CP016599,FUND,C14525,HIGH,ACTIVE,2024-10-29 14:19:10
CP016600,CORP,C49794,MEDIUM,ACTIVE,2020-05-20 08:30:39
CP016601,CORP,C02561,MEDIUM,ACTIVE,2021-11-23 19:25:18
CP016602,FUND,C29877,HIGH,ACTIVE,2022-03-06 10:47:11
CP016603,FUND,C32306,LOW,ACTIVE,2020-04-19 08:05:14
CP016604,BANK,C39778,MEDIUM,ACTIVE,2024-07-28 08:14:54
CP016605,FUND,C14821,LOW,ACTIVE,2024-06-05 22:58:34
CP016606,CORP,C41694,MEDIUM,ACTIVE,2022-01-15 17:17:18
CP016607,BANK,C24594,MEDIUM,ACTIVE,2021-05-11 19:11:57
CP016608,CORP,C48789,LOW,ACTIVE,2021-12-25 22:30:52
CP016609,BANK,C37524,HIGH,ACTIVE,2021-05-20 17:08:43
CP016610,CORP,C02547,HIGH,ACTIVE,2026-02-27 18:11:24
CP016611,BANK,C37502,LOW,ACTIVE,2023-08-02 16:05:29
CP016612,BANK,C07828,MEDIUM,ACTIVE,2025-04-04 05:42:37
CP016613,CORP,C05711,MEDIUM,ACTIVE,2024-09-09 09:33:40
CP016614,FUND,C42524,LOW,ACTIVE,2025-04-08 12:53:23
CP016615,BANK,C18720,LOW,ACTIVE,2025-07-29 23:32:23
CP016616,CORP,C04554,HIGH,ACTIVE,2025-11-15 01:40:20
CP016617,BANK,C20745,HIGH,ACTIVE,2021-02-22 15:22:23
CP016618,BANK,C26004,MEDIUM,ACTIVE,2025-06-14 15:55:58
CP016619,BANK,C49296,HIGH,ACTIVE,2021-08-19 06:04:25
CP016620,CORP,C48953,LOW,ACTIVE,2022-06-16 23:29:26
CP016621,FUND,C45897,HIGH,ACTIVE,2025-08-06 08:22:44
CP016622,BANK,C06917,LOW,ACTIVE,2021-03-07 17:18:38
CP016623,FUND,C34441,HIGH,ACTIVE,2024-12-18 14:53:03
CP016624,BANK,C05933,MEDIUM,ACTIVE,2024-02-16 21:07:13
CP016625,CORP,C13638,HIGH,ACTIVE,2020-10-14 12:53:52
CP016626,BANK,C49674,HIGH,ACTIVE,2020-02-06 23:08:54
CP016627,BANK,C29625,LOW,ACTIVE,2021-06-15 02:59:11
CP016628,BANK,C46074,LOW,ACTIVE,2023-03-24 22:28:08
CP016629,BANK,C24613,LOW,ACTIVE,2022-03-07 12:21:00
CP016630,CORP,C23958,MEDIUM,ACTIVE,2022-01-26 23:16:15
CP016631,BANK,C25212,MEDIUM,ACTIVE,2024-06-28 03:13:44
CP016632,CORP,C36568,HIGH,ACTIVE,2024-05-01 02:20:35
CP016633,BANK,C13250,LOW,ACTIVE,2025-02-15 21:52:40
CP016634,CORP,C48859,HIGH,ACTIVE,2022-06-05 07:10:49
CP016635,BANK,C03208,LOW,ACTIVE,2022-03-01 17:53:08
CP016636,BANK,C12547,HIGH,ACTIVE,2024-10-25 04:05:28
CP016637,BANK,C11313,MEDIUM,ACTIVE,2021-03-18 18:44:03
CP016638,CORP,C23492,LOW,ACTIVE,2024-09-14 00:04:43
CP016639,FUND,C40012,MEDIUM,ACTIVE,2021-02-02 04:04:23
CP016640,CORP,C35912,MEDIUM,ACTIVE,2021-05-06 19:41:48
CP016641,BANK,C34234,MEDIUM,ACTIVE,2022-10-17 03:55:45
CP016642,FUND,C14193,HIGH,ACTIVE,2020-02-06 19:32:44
CP016643,CORP,C40979,HIGH,ACTIVE,2023-11-10 23:58:46
CP016644,CORP,C33514,HIGH,ACTIVE,2023-12-10 20:39:12
CP016645,BANK,C04803,MEDIUM,ACTIVE,2024-06-22 13:56:47
CP016646,BANK,C11115,HIGH,ACTIVE,2020-12-19 10:34:14
CP016647,CORP,C00995,MEDIUM,ACTIVE,2022-04-30 02:42:21
CP016648,BANK,C22490,HIGH,ACTIVE,2024-07-15 01:07:54
CP016649,FUND,C41868,MEDIUM,ACTIVE,2020-06-04 02:10:20
CP016650,BANK,C43772,MEDIUM,ACTIVE,2023-10-01 18:59:21
CP016651,FUND,C28043,LOW,ACTIVE,2024-06-06 11:02:12
CP016652,FUND,C42758,LOW,ACTIVE,2024-05-25 23:59:52
CP016653,BANK,C28719,MEDIUM,ACTIVE,2025-06-18 12:16:29
CP016654,CORP,C45159,MEDIUM,ACTIVE,2020-05-23 08:04:02
CP016655,FUND,C32784,LOW,ACTIVE,2023-07-16 09:58:25
CP016656,BANK,C09906,HIGH,ACTIVE,2020-03-12 19:27:49
CP016657,FUND,C17736,HIGH,ACTIVE,2022-12-08 03:41:33
CP016658,CORP,C42469,LOW,ACTIVE,2024-11-02 09:52:25
CP016659,CORP,C03495,HIGH,ACTIVE,2023-07-22 09:25:36
CP016660,CORP,C37537,MEDIUM,ACTIVE,2024-05-05 17:05:48
CP016661,FUND,C46957,LOW,ACTIVE,2024-05-25 13:30:11
CP016662,FUND,C24197,MEDIUM,ACTIVE,2020-07-18 04:12:23
CP016663,FUND,C07784,MEDIUM,ACTIVE,2020-04-19 17:45:59
CP016664,CORP,C19525,LOW,ACTIVE,2021-12-13 18:23:50
CP016665,BANK,C37596,MEDIUM,ACTIVE,2020-01-08 18:30:30
CP016666,FUND,C06895,LOW,ACTIVE,2024-01-18 10:34:07
CP016667,BANK,C32005,LOW,ACTIVE,2023-01-06 22:55:35
CP016668,FUND,C02477,MEDIUM,ACTIVE,2020-11-19 10:33:13
CP016669,BANK,C02092,LOW,ACTIVE,2022-12-09 22:42:53
CP016670,FUND,C36263,LOW,ACTIVE,2023-03-18 05:44:10
CP016671,BANK,C26499,LOW,ACTIVE,2023-09-08 02:58:38
CP016672,BANK,C12031,LOW,ACTIVE,2022-09-04 20:04:52
CP016673,CORP,C47383,HIGH,ACTIVE,2025-09-24 10:52:40
CP016674,CORP,C44991,MEDIUM,ACTIVE,2022-09-25 06:21:03
CP016675,FUND,C01969,HIGH,ACTIVE,2026-03-07 07:02:47
CP016676,BANK,C42548,LOW,ACTIVE,2024-01-03 00:55:27
CP016677,CORP,C16786,HIGH,ACTIVE,2024-04-17 19:27:36
CP016678,BANK,C04330,MEDIUM,ACTIVE,2023-04-11 07:05:35
CP016679,BANK,C15034,MEDIUM,ACTIVE,2023-01-07 19:31:45
CP016680,CORP,C29023,HIGH,ACTIVE,2024-06-22 00:02:01
CP016681,CORP,C11557,HIGH,ACTIVE,2020-05-26 02:10:15
CP016682,FUND,C46450,LOW,ACTIVE,2024-08-13 14:20:53
CP016683,FUND,C41319,HIGH,ACTIVE,2026-01-24 13:29:31
CP016684,BANK,C20372,MEDIUM,ACTIVE,2021-07-10 12:15:19
CP016685,CORP,C45041,LOW,ACTIVE,2026-01-18 03:36:18
CP016686,BANK,C10276,LOW,ACTIVE,2025-05-23 12:35:34
CP016687,BANK,C34134,LOW,ACTIVE,2021-09-16 01:16:35
CP016688,BANK,C19246,LOW,ACTIVE,2023-12-04 10:01:15
CP016689,FUND,C22525,HIGH,ACTIVE,2025-01-23 22:43:33
CP016690,CORP,C26832,MEDIUM,ACTIVE,2020-06-03 09:39:27
CP016691,BANK,C38686,LOW,ACTIVE,2022-04-08 20:18:18
CP016692,CORP,C05610,LOW,ACTIVE,2020-07-01 21:24:14
CP016693,BANK,C40485,LOW,ACTIVE,2023-04-12 05:49:52
CP016694,FUND,C35330,MEDIUM,ACTIVE,2022-05-06 11:11:48
CP016695,CORP,C21934,HIGH,ACTIVE,2020-02-09 18:47:44
CP016696,BANK,C06076,MEDIUM,ACTIVE,2022-04-02 03:29:37
CP016697,BANK,C44363,MEDIUM,ACTIVE,2022-08-07 15:04:14
CP016698,CORP,C29320,LOW,ACTIVE,2022-05-20 07:33:02
CP016699,BANK,C41812,HIGH,ACTIVE,2025-09-15 15:11:08
