COUNTRY_CD,COUNTRY_NAME,REGION,IS_ACTIVE
C13940,Country_C13940,,Y
C13941,Country_C13941,EMEA,Y
C13942,Country_C13942,,Y
C13943,Country_C13943,EMEA,Y
C13944,Country_C13944,,Y
C13945,Country_C13945,EMEA,Y
C13946,Country_C13946,,Y
C13947,Country_C13947,,Y
C13948,Country_C13948,EMEA,Y
C13949,Country_C13949,EMEA,Y
C13950,Country_C13950,APAC,Y
C13951,Country_C13951,EMEA,Y
C13952,Country_C13952,,Y
C13953,Country_C13953,,Y
C13954,Country_C13954,EMEA,Y
C13955,Country_C13955,APAC,Y
C13956,Country_C13956,EMEA,Y
C13957,Country_C13957,,Y
C13958,Country_C13958,,Y
C13959,Country_C13959,APAC,Y
C13960,Country_C13960,EMEA,Y
C13961,Country_C13961,,Y
C13962,Country_C13962,,Y
C13963,Country_C13963,,Y
C13964,Country_C13964,EMEA,Y
C13965,Country_C13965,EMEA,Y
C13966,Country_C13966,APAC,Y
C13967,Country_C13967,,Y
C13968,Country_C13968,,Y
C13969,Country_C13969,APAC,Y
C13970,Country_C13970,,Y
C13971,Country_C13971,APAC,Y
C13972,Country_C13972,APAC,Y
C13973,Country_C13973,,Y
C13974,Country_C13974,EMEA,Y
C13975,Country_C13975,EMEA,Y
C13976,Country_C13976,EMEA,Y
C13977,Country_C13977,EMEA,Y
C13978,Country_C13978,,Y
C13979,Country_C13979,APAC,Y
C13980,Country_C13980,APAC,Y
C13981,Country_C13981,,Y
C13982,Country_C13982,EMEA,Y
C13983,Country_C13983,APAC,Y
C13984,Country_C13984,,Y
C13985,Country_C13985,,Y
C13986,Country_C13986,EMEA,Y
C13987,Country_C13987,,Y
C13988,Country_C13988,APAC,Y
C13989,Country_C13989,APAC,Y
C13990,Country_C13990,,Y
C13991,Country_C13991,APAC,Y
C13992,Country_C13992,,Y
C13993,Country_C13993,APAC,Y
C13994,Country_C13994,EMEA,Y
C13995,Country_C13995,APAC,Y
C13996,Country_C13996,EMEA,Y
C13997,Country_C13997,EMEA,Y
C13998,Country_C13998,,Y
C13999,Country_C13999,EMEA,Y
C14000,Country_C14000,APAC,Y
C14001,Country_C14001,APAC,Y
C14002,Country_C14002,EMEA,Y
C14003,Country_C14003,,Y
C14004,Country_C14004,EMEA,Y
C14005,Country_C14005,APAC,Y
C14006,Country_C14006,APAC,Y
C14007,Country_C14007,EMEA,Y
C14008,Country_C14008,EMEA,Y
C14009,Country_C14009,EMEA,Y
C14010,Country_C14010,APAC,Y
C14011,Country_C14011,APAC,Y
C14012,Country_C14012,APAC,Y
C14013,Country_C14013,,Y
C14014,Country_C14014,APAC,Y
C14015,Country_C14015,APAC,Y
C14016,Country_C14016,,Y
C14017,Country_C14017,,Y
C14018,Country_C14018,,Y
C14019,Country_C14019,,Y
C14020,Country_C14020,,Y
C14021,Country_C14021,,Y
C14022,Country_C14022,EMEA,Y
C14023,Country_C14023,EMEA,Y
C14024,Country_C14024,EMEA,Y
C14025,Country_C14025,EMEA,Y
C14026,Country_C14026,APAC,Y
C14027,Country_C14027,,Y
C14028,Country_C14028,APAC,Y
C14029,Country_C14029,,Y
C14030,Country_C14030,,Y
C14031,Country_C14031,APAC,Y
C14032,Country_C14032,EMEA,Y
C14033,Country_C14033,APAC,Y
C14034,Country_C14034,APAC,Y
C14035,Country_C14035,,Y
C14036,Country_C14036,,Y
C14037,Country_C14037,,Y
C14038,Country_C14038,EMEA,Y
C14039,Country_C14039,APAC,Y
C14040,Country_C14040,APAC,Y
C14041,Country_C14041,EMEA,Y
C14042,Country_C14042,APAC,Y
C14043,Country_C14043,APAC,Y
C14044,Country_C14044,,Y
C14045,Country_C14045,EMEA,Y
C14046,Country_C14046,,Y
C14047,Country_C14047,EMEA,Y
C14048,Country_C14048,,Y
C14049,Country_C14049,APAC,Y
C14050,Country_C14050,EMEA,Y
C14051,Country_C14051,EMEA,Y
C14052,Country_C14052,,Y
C14053,Country_C14053,EMEA,Y
C14054,Country_C14054,APAC,Y
C14055,Country_C14055,APAC,Y
C14056,Country_C14056,APAC,Y
C14057,Country_C14057,,Y
C14058,Country_C14058,EMEA,Y
C14059,Country_C14059,,Y
C14060,Country_C14060,APAC,Y
C14061,Country_C14061,EMEA,Y
C14062,Country_C14062,APAC,Y
C14063,Country_C14063,EMEA,Y
C14064,Country_C14064,EMEA,Y
C14065,Country_C14065,,Y
C14066,Country_C14066,EMEA,Y
C14067,Country_C14067,APAC,Y
C14068,Country_C14068,EMEA,Y
C14069,Country_C14069,APAC,Y
C14070,Country_C14070,,Y
C14071,Country_C14071,APAC,Y
C14072,Country_C14072,EMEA,Y
C14073,Country_C14073,APAC,Y
C14074,Country_C14074,APAC,Y
C14075,Country_C14075,EMEA,Y
C14076,Country_C14076,APAC,Y
C14077,Country_C14077,EMEA,Y
C14078,Country_C14078,,Y
C14079,Country_C14079,APAC,Y
C14080,Country_C14080,,Y
C14081,Country_C14081,APAC,Y
C14082,Country_C14082,APAC,Y
C14083,Country_C14083,,Y
C14084,Country_C14084,APAC,Y
C14085,Country_C14085,APAC,Y
C14086,Country_C14086,,Y
C14087,Country_C14087,APAC,Y
C14088,Country_C14088,EMEA,Y
C14089,Country_C14089,APAC,Y
C14090,Country_C14090,APAC,Y
C14091,Country_C14091,APAC,Y
C14092,Country_C14092,,Y
C14093,Country_C14093,EMEA,Y
C14094,Country_C14094,EMEA,Y
C14095,Country_C14095,APAC,Y
C14096,Country_C14096,,Y
C14097,Country_C14097,,Y
C14098,Country_C14098,EMEA,Y
C14099,Country_C14099,,Y
C14100,Country_C14100,APAC,Y
C14101,Country_C14101,APAC,Y
C14102,Country_C14102,,Y
C14103,Country_C14103,APAC,Y
C14104,Country_C14104,EMEA,Y
C14105,Country_C14105,APAC,Y
C14106,Country_C14106,,Y
C14107,Country_C14107,EMEA,Y
C14108,Country_C14108,APAC,Y
C14109,Country_C14109,EMEA,Y
C14110,Country_C14110,,Y
C14111,Country_C14111,APAC,Y
C14112,Country_C14112,APAC,Y
C14113,Country_C14113,EMEA,Y
C14114,Country_C14114,APAC,Y
C14115,Country_C14115,APAC,Y
C14116,Country_C14116,APAC,Y
C14117,Country_C14117,APAC,Y
C14118,Country_C14118,,Y
C14119,Country_C14119,APAC,Y
C14120,Country_C14120,EMEA,Y
C14121,Country_C14121,,Y
C14122,Country_C14122,EMEA,Y
C14123,Country_C14123,EMEA,Y
C14124,Country_C14124,EMEA,Y
C14125,Country_C14125,,Y
C14126,Country_C14126,,Y
C14127,Country_C14127,,Y
C14128,Country_C14128,APAC,Y
C14129,Country_C14129,EMEA,Y
C14130,Country_C14130,,Y
C14131,Country_C14131,EMEA,Y
C14132,Country_C14132,,Y
C14133,Country_C14133,,Y
C14134,Country_C14134,,Y
C14135,Country_C14135,EMEA,Y
C14136,Country_C14136,APAC,Y
C14137,Country_C14137,,Y
C14138,Country_C14138,,Y
C14139,Country_C14139,,Y
C14140,Country_C14140,APAC,Y
C14141,Country_C14141,EMEA,Y
C14142,Country_C14142,EMEA,Y
C14143,Country_C14143,EMEA,Y
C14144,Country_C14144,EMEA,Y
C14145,Country_C14145,,Y
C14146,Country_C14146,APAC,Y
C14147,Country_C14147,,Y
C14148,Country_C14148,APAC,Y
C14149,Country_C14149,EMEA,Y
C14150,Country_C14150,APAC,Y
C14151,Country_C14151,,Y
C14152,Country_C14152,,Y
C14153,Country_C14153,EMEA,Y
C14154,Country_C14154,,Y
C14155,Country_C14155,,Y
C14156,Country_C14156,APAC,Y
C14157,Country_C14157,,Y
C14158,Country_C14158,EMEA,Y
C14159,Country_C14159,EMEA,Y
C14160,Country_C14160,,Y
C14161,Country_C14161,EMEA,Y
C14162,Country_C14162,APAC,Y
C14163,Country_C14163,APAC,Y
C14164,Country_C14164,,Y
C14165,Country_C14165,,Y
C14166,Country_C14166,APAC,Y
C14167,Country_C14167,EMEA,Y
C14168,Country_C14168,,Y
C14169,Country_C14169,,Y
C14170,Country_C14170,EMEA,Y
C14171,Country_C14171,,Y
C14172,Country_C14172,EMEA,Y
C14173,Country_C14173,EMEA,Y
C14174,Country_C14174,EMEA,Y
C14175,Country_C14175,EMEA,Y
C14176,Country_C14176,EMEA,Y
C14177,Country_C14177,APAC,Y
C14178,Country_C14178,EMEA,Y
C14179,Country_C14179,APAC,Y
C14180,Country_C14180,EMEA,Y
C14181,Country_C14181,,Y
C14182,Country_C14182,APAC,Y
C14183,Country_C14183,,Y
C14184,Country_C14184,EMEA,Y
C14185,Country_C14185,EMEA,Y
C14186,Country_C14186,,Y
C14187,Country_C14187,EMEA,Y
C14188,Country_C14188,,Y
C14189,Country_C14189,EMEA,Y
C14190,Country_C14190,EMEA,Y
C14191,Country_C14191,APAC,Y
C14192,Country_C14192,,Y
C14193,Country_C14193,EMEA,Y
C14194,Country_C14194,,Y
C14195,Country_C14195,APAC,Y
C14196,Country_C14196,,Y
C14197,Country_C14197,APAC,Y
C14198,Country_C14198,,Y
C14199,Country_C14199,,Y
C14200,Country_C14200,APAC,Y
C14201,Country_C14201,EMEA,Y
C14202,Country_C14202,EMEA,Y
C14203,Country_C14203,EMEA,Y
C14204,Country_C14204,,Y
C14205,Country_C14205,,Y
C14206,Country_C14206,EMEA,Y
C14207,Country_C14207,,Y
C14208,Country_C14208,,Y
C14209,Country_C14209,EMEA,Y
C14210,Country_C14210,APAC,Y
C14211,Country_C14211,,Y
C14212,Country_C14212,,Y
C14213,Country_C14213,,Y
C14214,Country_C14214,,Y
C14215,Country_C14215,APAC,Y
C14216,Country_C14216,EMEA,Y
C14217,Country_C14217,,Y
C14218,Country_C14218,EMEA,Y
C14219,Country_C14219,,Y
C14220,Country_C14220,APAC,Y
C14221,Country_C14221,EMEA,Y
C14222,Country_C14222,APAC,Y
C14223,Country_C14223,,Y
C14224,Country_C14224,APAC,Y
C14225,Country_C14225,APAC,Y
C14226,Country_C14226,,Y
C14227,Country_C14227,,Y
C14228,Country_C14228,EMEA,Y
C14229,Country_C14229,,Y
C14230,Country_C14230,EMEA,Y
C14231,Country_C14231,APAC,Y
C14232,Country_C14232,APAC,Y
C14233,Country_C14233,EMEA,Y
C14234,Country_C14234,,Y
C14235,Country_C14235,,Y
C14236,Country_C14236,APAC,Y
C14237,Country_C14237,EMEA,Y
C14238,Country_C14238,APAC,Y
C14239,Country_C14239,APAC,Y
C14240,Country_C14240,,Y
C14241,Country_C14241,EMEA,Y
C14242,Country_C14242,APAC,Y
C14243,Country_C14243,,Y
C14244,Country_C14244,APAC,Y
C14245,Country_C14245,APAC,Y
C14246,Country_C14246,,Y
C14247,Country_C14247,,Y
C14248,Country_C14248,EMEA,Y
C14249,Country_C14249,APAC,Y
C14250,Country_C14250,EMEA,Y
C14251,Country_C14251,,Y
C14252,Country_C14252,,Y
C14253,Country_C14253,APAC,Y
C14254,Country_C14254,EMEA,Y
C14255,Country_C14255,EMEA,Y
C14256,Country_C14256,APAC,Y
C14257,Country_C14257,APAC,Y
C14258,Country_C14258,EMEA,Y
C14259,Country_C14259,,Y
C14260,Country_C14260,,Y
C14261,Country_C14261,APAC,Y
C14262,Country_C14262,EMEA,Y
C14263,Country_C14263,EMEA,Y
C14264,Country_C14264,EMEA,Y
C14265,Country_C14265,,Y
C14266,Country_C14266,,Y
C14267,Country_C14267,EMEA,Y
C14268,Country_C14268,EMEA,Y
C14269,Country_C14269,APAC,Y
C14270,Country_C14270,APAC,Y
C14271,Country_C14271,EMEA,Y
C14272,Country_C14272,EMEA,Y
C14273,Country_C14273,,Y
C14274,Country_C14274,EMEA,Y
C14275,Country_C14275,APAC,Y
C14276,Country_C14276,,Y
C14277,Country_C14277,APAC,Y
C14278,Country_C14278,APAC,Y
C14279,Country_C14279,,Y
C14280,Country_C14280,APAC,Y
C14281,Country_C14281,EMEA,Y
C14282,Country_C14282,APAC,Y
C14283,Country_C14283,,Y
C14284,Country_C14284,,Y
C14285,Country_C14285,,Y
C14286,Country_C14286,APAC,Y
C14287,Country_C14287,EMEA,Y
C14288,Country_C14288,,Y
C14289,Country_C14289,EMEA,Y
C14290,Country_C14290,,Y
C14291,Country_C14291,EMEA,Y
C14292,Country_C14292,EMEA,Y
C14293,Country_C14293,EMEA,Y
C14294,Country_C14294,,Y
C14295,Country_C14295,APAC,Y
C14296,Country_C14296,APAC,Y
C14297,Country_C14297,APAC,Y
C14298,Country_C14298,EMEA,Y
C14299,Country_C14299,,Y
C14300,Country_C14300,EMEA,Y
C14301,Country_C14301,,Y
C14302,Country_C14302,EMEA,Y
C14303,Country_C14303,,Y
C14304,Country_C14304,,Y
C14305,Country_C14305,,Y
C14306,Country_C14306,EMEA,Y
C14307,Country_C14307,APAC,Y
C14308,Country_C14308,EMEA,Y
C14309,Country_C14309,EMEA,Y
C14310,Country_C14310,,Y
C14311,Country_C14311,,Y
C14312,Country_C14312,APAC,Y
C14313,Country_C14313,APAC,Y
C14314,Country_C14314,,Y
C14315,Country_C14315,APAC,Y
C14316,Country_C14316,APAC,Y
C14317,Country_C14317,,Y
C14318,Country_C14318,EMEA,Y
C14319,Country_C14319,APAC,Y
C14320,Country_C14320,,Y
C14321,Country_C14321,APAC,Y
C14322,Country_C14322,APAC,Y
C14323,Country_C14323,,Y
C14324,Country_C14324,APAC,Y
C14325,Country_C14325,APAC,Y
C14326,Country_C14326,APAC,Y
C14327,Country_C14327,EMEA,Y
C14328,Country_C14328,EMEA,Y
C14329,Country_C14329,APAC,Y
C14330,Country_C14330,,Y
C14331,Country_C14331,APAC,Y
C14332,Country_C14332,APAC,Y
C14333,Country_C14333,EMEA,Y
C14334,Country_C14334,EMEA,Y
C14335,Country_C14335,EMEA,Y
C14336,Country_C14336,APAC,Y
C14337,Country_C14337,APAC,Y
C14338,Country_C14338,,Y
C14339,Country_C14339,APAC,Y
C14340,Country_C14340,APAC,Y
C14341,Country_C14341,EMEA,Y
C14342,Country_C14342,EMEA,Y
C14343,Country_C14343,EMEA,Y
C14344,Country_C14344,EMEA,Y
C14345,Country_C14345,EMEA,Y
C14346,Country_C14346,,Y
C14347,Country_C14347,,Y
C14348,Country_C14348,,Y
C14349,Country_C14349,EMEA,Y
C14350,Country_C14350,EMEA,Y
C14351,Country_C14351,EMEA,Y
C14352,Country_C14352,,Y
C14353,Country_C14353,EMEA,Y
C14354,Country_C14354,,Y
C14355,Country_C14355,EMEA,Y
C14356,Country_C14356,APAC,Y
C14357,Country_C14357,,Y
C14358,Country_C14358,APAC,Y
C14359,Country_C14359,,Y
C14360,Country_C14360,EMEA,Y
C14361,Country_C14361,EMEA,Y
C14362,Country_C14362,APAC,Y
C14363,Country_C14363,EMEA,Y
C14364,Country_C14364,,Y
C14365,Country_C14365,EMEA,Y
C14366,Country_C14366,EMEA,Y
C14367,Country_C14367,,Y
C14368,Country_C14368,APAC,Y
C14369,Country_C14369,APAC,Y
C14370,Country_C14370,EMEA,Y
C14371,Country_C14371,,Y
C14372,Country_C14372,APAC,Y
C14373,Country_C14373,APAC,Y
C14374,Country_C14374,EMEA,Y
C14375,Country_C14375,,Y
C14376,Country_C14376,APAC,Y
C14377,Country_C14377,EMEA,Y
C14378,Country_C14378,EMEA,Y
C14379,Country_C14379,EMEA,Y
C14380,Country_C14380,EMEA,Y
C14381,Country_C14381,APAC,Y
C14382,Country_C14382,,Y
C14383,Country_C14383,EMEA,Y
C14384,Country_C14384,EMEA,Y
C14385,Country_C14385,APAC,Y
C14386,Country_C14386,EMEA,Y
C14387,Country_C14387,EMEA,Y
C14388,Country_C14388,,Y
C14389,Country_C14389,EMEA,Y
C14390,Country_C14390,APAC,Y
C14391,Country_C14391,,Y
C14392,Country_C14392,APAC,Y
C14393,Country_C14393,,Y
C14394,Country_C14394,,Y
C14395,Country_C14395,EMEA,Y
C14396,Country_C14396,EMEA,Y
C14397,Country_C14397,EMEA,Y
C14398,Country_C14398,APAC,Y
C14399,Country_C14399,EMEA,Y
C14400,Country_C14400,EMEA,Y
C14401,Country_C14401,,Y
C14402,Country_C14402,EMEA,Y
C14403,Country_C14403,EMEA,Y
C14404,Country_C14404,EMEA,Y
C14405,Country_C14405,EMEA,Y
C14406,Country_C14406,,Y
C14407,Country_C14407,EMEA,Y
C14408,Country_C14408,,Y
C14409,Country_C14409,APAC,Y
C14410,Country_C14410,EMEA,Y
C14411,Country_C14411,EMEA,Y
C14412,Country_C14412,EMEA,Y
C14413,Country_C14413,,Y
C14414,Country_C14414,EMEA,Y
C14415,Country_C14415,EMEA,Y
C14416,Country_C14416,APAC,Y
C14417,Country_C14417,,Y
C14418,Country_C14418,,Y
C14419,Country_C14419,APAC,Y
C14420,Country_C14420,,Y
C14421,Country_C14421,EMEA,Y
C14422,Country_C14422,EMEA,Y
C14423,Country_C14423,APAC,Y
C14424,Country_C14424,,Y
C14425,Country_C14425,,Y
C14426,Country_C14426,,Y
C14427,Country_C14427,APAC,Y
C14428,Country_C14428,EMEA,Y
C14429,Country_C14429,APAC,Y
C14430,Country_C14430,EMEA,Y
C14431,Country_C14431,APAC,Y
C14432,Country_C14432,EMEA,Y
C14433,Country_C14433,,Y
C14434,Country_C14434,,Y
C14435,Country_C14435,,Y
C14436,Country_C14436,APAC,Y
C14437,Country_C14437,APAC,Y
C14438,Country_C14438,APAC,Y
C14439,Country_C14439,,Y
C14440,Country_C14440,EMEA,Y
C14441,Country_C14441,,Y
C14442,Country_C14442,,Y
C14443,Country_C14443,EMEA,Y
C14444,Country_C14444,EMEA,Y
C14445,Country_C14445,EMEA,Y
C14446,Country_C14446,EMEA,Y
C14447,Country_C14447,,Y
C14448,Country_C14448,APAC,Y
C14449,Country_C14449,,Y
C14450,Country_C14450,EMEA,Y
C14451,Country_C14451,APAC,Y
C14452,Country_C14452,APAC,Y
C14453,Country_C14453,,Y
C14454,Country_C14454,,Y
C14455,Country_C14455,,Y
C14456,Country_C14456,APAC,Y
C14457,Country_C14457,APAC,Y
C14458,Country_C14458,APAC,Y
C14459,Country_C14459,EMEA,Y
C14460,Country_C14460,EMEA,Y
C14461,Country_C14461,,Y
C14462,Country_C14462,APAC,Y
C14463,Country_C14463,,Y
C14464,Country_C14464,APAC,Y
C14465,Country_C14465,,Y
C14466,Country_C14466,EMEA,Y
C14467,Country_C14467,APAC,Y
C14468,Country_C14468,EMEA,Y
C14469,Country_C14469,APAC,Y
C14470,Country_C14470,,Y
C14471,Country_C14471,APAC,Y
C14472,Country_C14472,EMEA,Y
C14473,Country_C14473,APAC,Y
C14474,Country_C14474,,Y
C14475,Country_C14475,APAC,Y
C14476,Country_C14476,EMEA,Y
C14477,Country_C14477,,Y
C14478,Country_C14478,EMEA,Y
C14479,Country_C14479,APAC,Y
C14480,Country_C14480,EMEA,Y
C14481,Country_C14481,APAC,Y
C14482,Country_C14482,,Y
C14483,Country_C14483,EMEA,Y
C14484,Country_C14484,EMEA,Y
C14485,Country_C14485,APAC,Y
C14486,Country_C14486,EMEA,Y
C14487,Country_C14487,EMEA,Y
C14488,Country_C14488,,Y
C14489,Country_C14489,APAC,Y
C14490,Country_C14490,APAC,Y
C14491,Country_C14491,,Y
C14492,Country_C14492,,Y
C14493,Country_C14493,APAC,Y
C14494,Country_C14494,,Y
C14495,Country_C14495,,Y
C14496,Country_C14496,,Y
C14497,Country_C14497,APAC,Y
C14498,Country_C14498,,Y
C14499,Country_C14499,EMEA,Y
C14500,Country_C14500,EMEA,Y
C14501,Country_C14501,APAC,Y
C14502,Country_C14502,,Y
C14503,Country_C14503,EMEA,Y
C14504,Country_C14504,APAC,Y
C14505,Country_C14505,EMEA,Y
C14506,Country_C14506,,Y
C14507,Country_C14507,APAC,Y
C14508,Country_C14508,EMEA,Y
C14509,Country_C14509,APAC,Y
C14510,Country_C14510,EMEA,Y
C14511,Country_C14511,EMEA,Y
C14512,Country_C14512,,Y
C14513,Country_C14513,,Y
C14514,Country_C14514,EMEA,Y
C14515,Country_C14515,APAC,Y
C14516,Country_C14516,APAC,Y
C14517,Country_C14517,,Y
C14518,Country_C14518,EMEA,Y
C14519,Country_C14519,,Y
C14520,Country_C14520,EMEA,Y
C14521,Country_C14521,EMEA,Y
C14522,Country_C14522,,Y
C14523,Country_C14523,APAC,Y
C14524,Country_C14524,,Y
C14525,Country_C14525,EMEA,Y
C14526,Country_C14526,,Y
C14527,Country_C14527,APAC,Y
C14528,Country_C14528,APAC,Y
C14529,Country_C14529,EMEA,Y
C14530,Country_C14530,,Y
C14531,Country_C14531,APAC,Y
C14532,Country_C14532,,Y
C14533,Country_C14533,APAC,Y
C14534,Country_C14534,EMEA,Y
C14535,Country_C14535,EMEA,Y
C14536,Country_C14536,,Y
C14537,Country_C14537,EMEA,Y
C14538,Country_C14538,APAC,Y
C14539,Country_C14539,EMEA,Y
C14540,Country_C14540,APAC,Y
C14541,Country_C14541,APAC,Y
C14542,Country_C14542,EMEA,Y
C14543,Country_C14543,APAC,Y
C14544,Country_C14544,APAC,Y
C14545,Country_C14545,,Y
C14546,Country_C14546,,Y
C14547,Country_C14547,,Y
C14548,Country_C14548,EMEA,Y
C14549,Country_C14549,,Y
C14550,Country_C14550,APAC,Y
C14551,Country_C14551,EMEA,Y
C14552,Country_C14552,EMEA,Y
C14553,Country_C14553,EMEA,Y
C14554,Country_C14554,EMEA,Y
C14555,Country_C14555,APAC,Y
C14556,Country_C14556,APAC,Y
C14557,Country_C14557,,Y
C14558,Country_C14558,EMEA,Y
C14559,Country_C14559,,Y
C14560,Country_C14560,APAC,Y
C14561,Country_C14561,EMEA,Y
C14562,Country_C14562,APAC,Y
C14563,Country_C14563,,Y
C14564,Country_C14564,APAC,Y
C14565,Country_C14565,EMEA,Y
C14566,Country_C14566,EMEA,Y
C14567,Country_C14567,,Y
C14568,Country_C14568,EMEA,Y
C14569,Country_C14569,APAC,Y
C14570,Country_C14570,APAC,Y
C14571,Country_C14571,APAC,Y
C14572,Country_C14572,APAC,Y
C14573,Country_C14573,,Y
C14574,Country_C14574,APAC,Y
C14575,Country_C14575,,Y
C14576,Country_C14576,APAC,Y
C14577,Country_C14577,,Y
C14578,Country_C14578,APAC,Y
C14579,Country_C14579,APAC,Y
C14580,Country_C14580,,Y
C14581,Country_C14581,EMEA,Y
C14582,Country_C14582,EMEA,Y
C14583,Country_C14583,EMEA,Y
C14584,Country_C14584,,Y
C14585,Country_C14585,EMEA,Y
C14586,Country_C14586,EMEA,Y
C14587,Country_C14587,,Y
C14588,Country_C14588,EMEA,Y
C14589,Country_C14589,EMEA,Y
C14590,Country_C14590,EMEA,Y
C14591,Country_C14591,,Y
C14592,Country_C14592,,Y
C14593,Country_C14593,EMEA,Y
C14594,Country_C14594,EMEA,Y
C14595,Country_C14595,,Y
C14596,Country_C14596,EMEA,Y
C14597,Country_C14597,,Y
C14598,Country_C14598,EMEA,Y
C14599,Country_C14599,,Y
C14600,Country_C14600,APAC,Y
C14601,Country_C14601,APAC,Y
C14602,Country_C14602,,Y
C14603,Country_C14603,APAC,Y
C14604,Country_C14604,EMEA,Y
C14605,Country_C14605,,Y
C14606,Country_C14606,,Y
C14607,Country_C14607,EMEA,Y
C14608,Country_C14608,EMEA,Y
C14609,Country_C14609,,Y
C14610,Country_C14610,EMEA,Y
C14611,Country_C14611,,Y
C14612,Country_C14612,EMEA,Y
C14613,Country_C14613,,Y
C14614,Country_C14614,EMEA,Y
C14615,Country_C14615,EMEA,Y
C14616,Country_C14616,APAC,Y
C14617,Country_C14617,APAC,Y
C14618,Country_C14618,APAC,Y
C14619,Country_C14619,EMEA,Y
C14620,Country_C14620,,Y
C14621,Country_C14621,EMEA,Y
C14622,Country_C14622,APAC,Y
C14623,Country_C14623,EMEA,Y
C14624,Country_C14624,APAC,Y
C14625,Country_C14625,APAC,Y
C14626,Country_C14626,,Y
C14627,Country_C14627,,Y
C14628,Country_C14628,APAC,Y
C14629,Country_C14629,APAC,Y
C14630,Country_C14630,EMEA,Y
C14631,Country_C14631,APAC,Y
C14632,Country_C14632,EMEA,Y
C14633,Country_C14633,APAC,Y
C14634,Country_C14634,,Y
C14635,Country_C14635,,Y
C14636,Country_C14636,APAC,Y
C14637,Country_C14637,EMEA,Y
C14638,Country_C14638,EMEA,Y
C14639,Country_C14639,EMEA,Y
C14640,Country_C14640,APAC,Y
C14641,Country_C14641,APAC,Y
C14642,Country_C14642,,Y
C14643,Country_C14643,,Y
C14644,Country_C14644,APAC,Y
C14645,Country_C14645,,Y
C14646,Country_C14646,EMEA,Y
C14647,Country_C14647,EMEA,Y
C14648,Country_C14648,APAC,Y
C14649,Country_C14649,EMEA,Y
C14650,Country_C14650,APAC,Y
C14651,Country_C14651,EMEA,Y
C14652,Country_C14652,APAC,Y
C14653,Country_C14653,EMEA,Y
C14654,Country_C14654,EMEA,Y
C14655,Country_C14655,,Y
C14656,Country_C14656,,Y
C14657,Country_C14657,,Y
C14658,Country_C14658,,Y
C14659,Country_C14659,,Y
C14660,Country_C14660,,Y
C14661,Country_C14661,APAC,Y
C14662,Country_C14662,APAC,Y
C14663,Country_C14663,,Y
C14664,Country_C14664,APAC,Y
C14665,Country_C14665,,Y
C14666,Country_C14666,APAC,Y
C14667,Country_C14667,EMEA,Y
C14668,Country_C14668,APAC,Y
C14669,Country_C14669,APAC,Y
C14670,Country_C14670,APAC,Y
C14671,Country_C14671,EMEA,Y
C14672,Country_C14672,,Y
C14673,Country_C14673,APAC,Y
C14674,Country_C14674,APAC,Y
C14675,Country_C14675,EMEA,Y
C14676,Country_C14676,,Y
C14677,Country_C14677,APAC,Y
C14678,Country_C14678,EMEA,Y
C14679,Country_C14679,,Y
C14680,Country_C14680,,Y
C14681,Country_C14681,APAC,Y
C14682,Country_C14682,APAC,Y
C14683,Country_C14683,APAC,Y
C14684,Country_C14684,APAC,Y
C14685,Country_C14685,EMEA,Y
C14686,Country_C14686,EMEA,Y
C14687,Country_C14687,APAC,Y
C14688,Country_C14688,,Y
C14689,Country_C14689,APAC,Y
C14690,Country_C14690,,Y
C14691,Country_C14691,,Y
C14692,Country_C14692,,Y
C14693,Country_C14693,EMEA,Y
C14694,Country_C14694,,Y
C14695,Country_C14695,,Y
C14696,Country_C14696,EMEA,Y
C14697,Country_C14697,,Y
C14698,Country_C14698,,Y
C14699,Country_C14699,APAC,Y
C14700,Country_C14700,,Y
C14701,Country_C14701,,Y
C14702,Country_C14702,,Y
C14703,Country_C14703,,Y
C14704,Country_C14704,,Y
C14705,Country_C14705,EMEA,Y
C14706,Country_C14706,,Y
C14707,Country_C14707,,Y
C14708,Country_C14708,EMEA,Y
C14709,Country_C14709,EMEA,Y
C14710,Country_C14710,,Y
C14711,Country_C14711,,Y
C14712,Country_C14712,,Y
C14713,Country_C14713,APAC,Y
C14714,Country_C14714,APAC,Y
C14715,Country_C14715,,Y
C14716,Country_C14716,EMEA,Y
C14717,Country_C14717,,Y
C14718,Country_C14718,EMEA,Y
C14719,Country_C14719,EMEA,Y
C14720,Country_C14720,EMEA,Y
C14721,Country_C14721,,Y
C14722,Country_C14722,,Y
C14723,Country_C14723,EMEA,Y
C14724,Country_C14724,APAC,Y
C14725,Country_C14725,APAC,Y
C14726,Country_C14726,APAC,Y
C14727,Country_C14727,EMEA,Y
C14728,Country_C14728,,Y
C14729,Country_C14729,EMEA,Y
C14730,Country_C14730,APAC,Y
C14731,Country_C14731,,Y
C14732,Country_C14732,EMEA,Y
C14733,Country_C14733,EMEA,Y
C14734,Country_C14734,APAC,Y
C14735,Country_C14735,EMEA,Y
C14736,Country_C14736,,Y
C14737,Country_C14737,APAC,Y
C14738,Country_C14738,APAC,Y
C14739,Country_C14739,,Y
C14740,Country_C14740,APAC,Y
C14741,Country_C14741,EMEA,Y
C14742,Country_C14742,EMEA,Y
C14743,Country_C14743,APAC,Y
C14744,Country_C14744,,Y
C14745,Country_C14745,EMEA,Y
