CURRENCY_CODE,CURRENCY_NAME
C11231,Currency_11231
C11232,Currency_11232
C11233,Currency_11233
C11234,Currency_11234
C11235,Currency_11235
C11236,Currency_11236
C11237,Currency_11237
C11238,Currency_11238
C11239,Currency_11239
C11240,Currency_11240
C11241,Currency_11241
C11242,Currency_11242
C11243,Currency_11243
C11244,Currency_11244
C11245,Currency_11245
C11246,Currency_11246
C11247,Currency_11247
C11248,Currency_11248
C11249,Currency_11249
C11250,Currency_11250
C11251,Currency_11251
C11252,Currency_11252
C11253,Currency_11253
C11254,Currency_11254
C11255,Currency_11255
C11256,Currency_11256
C11257,Currency_11257
C11258,Currency_11258
C11259,Currency_11259
C11260,Currency_11260
C11261,Currency_11261
C11262,Currency_11262
C11263,Currency_11263
C11264,Currency_11264
C11265,Currency_11265
C11266,Currency_11266
C11267,Currency_11267
C11268,Currency_11268
C11269,Currency_11269
C11270,Currency_11270
C11271,Currency_11271
C11272,Currency_11272
C11273,Currency_11273
C11274,Currency_11274
C11275,Currency_11275
C11276,Currency_11276
C11277,Currency_11277
C11278,Currency_11278
C11279,Currency_11279
C11280,Currency_11280
C11281,Currency_11281
C11282,Currency_11282
C11283,Currency_11283
C11284,Currency_11284
C11285,Currency_11285
C11286,Currency_11286
C11287,Currency_11287
C11288,Currency_11288
C11289,Currency_11289
C11290,Currency_11290
C11291,Currency_11291
C11292,Currency_11292
C11293,Currency_11293
C11294,Currency_11294
C11295,Currency_11295
C11296,Currency_11296
C11297,Currency_11297
C11298,Currency_11298
C11299,Currency_11299
C11300,Currency_11300
C11301,Currency_11301
C11302,Currency_11302
C11303,Currency_11303
C11304,Currency_11304
C11305,Currency_11305
C11306,Currency_11306
C11307,Currency_11307
C11308,Currency_11308
C11309,Currency_11309
C11310,Currency_11310
C11311,Currency_11311
C11312,Currency_11312
C11313,Currency_11313
C11314,Currency_11314
C11315,Currency_11315
C11316,Currency_11316
C11317,Currency_11317
C11318,Currency_11318
C11319,Currency_11319
C11320,Currency_11320
C11321,Currency_11321
C11322,Currency_11322
C11323,Currency_11323
C11324,Currency_11324
C11325,Currency_11325
C11326,Currency_11326
C11327,Currency_11327
C11328,Currency_11328
C11329,Currency_11329
C11330,Currency_11330
C11331,Currency_11331
C11332,Currency_11332
C11333,Currency_11333
C11334,Currency_11334
C11335,Currency_11335
C11336,Currency_11336
C11337,Currency_11337
C11338,Currency_11338
C11339,Currency_11339
C11340,Currency_11340
C11341,Currency_11341
C11342,Currency_11342
C11343,Currency_11343
C11344,Currency_11344
C11345,Currency_11345
C11346,Currency_11346
C11347,Currency_11347
C11348,Currency_11348
C11349,Currency_11349
C11350,Currency_11350
C11351,Currency_11351
C11352,Currency_11352
C11353,Currency_11353
C11354,Currency_11354
C11355,Currency_11355
C11356,Currency_11356
C11357,Currency_11357
C11358,Currency_11358
C11359,Currency_11359
C11360,Currency_11360
C11361,Currency_11361
C11362,Currency_11362
C11363,Currency_11363
C11364,Currency_11364
C11365,Currency_11365
C11366,Currency_11366
C11367,Currency_11367
C11368,Currency_11368
C11369,Currency_11369
C11370,Currency_11370
C11371,Currency_11371
C11372,Currency_11372
C11373,Currency_11373
C11374,Currency_11374
C11375,Currency_11375
C11376,Currency_11376
C11377,Currency_11377
C11378,Currency_11378
C11379,Currency_11379
C11380,Currency_11380
C11381,Currency_11381
C11382,Currency_11382
C11383,Currency_11383
C11384,Currency_11384
C11385,Currency_11385
C11386,Currency_11386
C11387,Currency_11387
C11388,Currency_11388
C11389,Currency_11389
C11390,Currency_11390
C11391,Currency_11391
C11392,Currency_11392
C11393,Currency_11393
C11394,Currency_11394
C11395,Currency_11395
C11396,Currency_11396
C11397,Currency_11397
C11398,Currency_11398
C11399,Currency_11399
C11400,Currency_11400
C11401,Currency_11401
C11402,Currency_11402
C11403,Currency_11403
C11404,Currency_11404
C11405,Currency_11405
C11406,Currency_11406
C11407,Currency_11407
C11408,Currency_11408
C11409,Currency_11409
C11410,Currency_11410
C11411,Currency_11411
C11412,Currency_11412
C11413,Currency_11413
C11414,Currency_11414
C11415,Currency_11415
C11416,Currency_11416
C11417,Currency_11417
C11418,Currency_11418
C11419,Currency_11419
C11420,Currency_11420
C11421,Currency_11421
C11422,Currency_11422
C11423,Currency_11423
C11424,Currency_11424
C11425,Currency_11425
C11426,Currency_11426
C11427,Currency_11427
C11428,Currency_11428
C11429,Currency_11429
C11430,Currency_11430
C11431,Currency_11431
C11432,Currency_11432
C11433,Currency_11433
C11434,Currency_11434
C11435,Currency_11435
C11436,Currency_11436
C11437,Currency_11437
C11438,Currency_11438
C11439,Currency_11439
C11440,Currency_11440
C11441,Currency_11441
C11442,Currency_11442
C11443,Currency_11443
C11444,Currency_11444
C11445,Currency_11445
C11446,Currency_11446
C11447,Currency_11447
C11448,Currency_11448
C11449,Currency_11449
C11450,Currency_11450
C11451,Currency_11451
C11452,Currency_11452
C11453,Currency_11453
C11454,Currency_11454
C11455,Currency_11455
C11456,Currency_11456
C11457,Currency_11457
C11458,Currency_11458
C11459,Currency_11459
C11460,Currency_11460
C11461,Currency_11461
C11462,Currency_11462
C11463,Currency_11463
C11464,Currency_11464
C11465,Currency_11465
C11466,Currency_11466
C11467,Currency_11467
C11468,Currency_11468
C11469,Currency_11469
C11470,Currency_11470
C11471,Currency_11471
C11472,Currency_11472
C11473,Currency_11473
C11474,Currency_11474
C11475,Currency_11475
C11476,Currency_11476
C11477,Currency_11477
C11478,Currency_11478
C11479,Currency_11479
C11480,Currency_11480
C11481,Currency_11481
C11482,Currency_11482
C11483,Currency_11483
C11484,Currency_11484
C11485,Currency_11485
C11486,Currency_11486
C11487,Currency_11487
C11488,Currency_11488
C11489,Currency_11489
C11490,Currency_11490
C11491,Currency_11491
C11492,Currency_11492
C11493,Currency_11493
C11494,Currency_11494
C11495,Currency_11495
C11496,Currency_11496
C11497,Currency_11497
C11498,Currency_11498
C11499,Currency_11499
C11500,Currency_11500
C11501,Currency_11501
C11502,Currency_11502
C11503,Currency_11503
C11504,Currency_11504
C11505,Currency_11505
C11506,Currency_11506
C11507,Currency_11507
C11508,Currency_11508
C11509,Currency_11509
C11510,Currency_11510
C11511,Currency_11511
C11512,Currency_11512
C11513,Currency_11513
C11514,Currency_11514
C11515,Currency_11515
C11516,Currency_11516
C11517,Currency_11517
C11518,Currency_11518
C11519,Currency_11519
C11520,Currency_11520
C11521,Currency_11521
C11522,Currency_11522
C11523,Currency_11523
C11524,Currency_11524
C11525,Currency_11525
C11526,Currency_11526
C11527,Currency_11527
C11528,Currency_11528
C11529,Currency_11529
C11530,Currency_11530
C11531,Currency_11531
C11532,Currency_11532
C11533,Currency_11533
C11534,Currency_11534
C11535,Currency_11535
C11536,Currency_11536
C11537,Currency_11537
C11538,Currency_11538
C11539,Currency_11539
C11540,Currency_11540
C11541,Currency_11541
C11542,Currency_11542
C11543,Currency_11543
C11544,Currency_11544
C11545,Currency_11545
C11546,Currency_11546
C11547,Currency_11547
C11548,Currency_11548
C11549,Currency_11549
C11550,Currency_11550
C11551,Currency_11551
C11552,Currency_11552
C11553,Currency_11553
C11554,Currency_11554
C11555,Currency_11555
C11556,Currency_11556
C11557,Currency_11557
C11558,Currency_11558
C11559,Currency_11559
C11560,Currency_11560
C11561,Currency_11561
C11562,Currency_11562
C11563,Currency_11563
C11564,Currency_11564
C11565,Currency_11565
C11566,Currency_11566
C11567,Currency_11567
C11568,Currency_11568
C11569,Currency_11569
C11570,Currency_11570
C11571,Currency_11571
C11572,Currency_11572
C11573,Currency_11573
C11574,Currency_11574
C11575,Currency_11575
C11576,Currency_11576
C11577,Currency_11577
C11578,Currency_11578
C11579,Currency_11579
C11580,Currency_11580
C11581,Currency_11581
C11582,Currency_11582
C11583,Currency_11583
C11584,Currency_11584
C11585,Currency_11585
C11586,Currency_11586
C11587,Currency_11587
C11588,Currency_11588
C11589,Currency_11589
C11590,Currency_11590
C11591,Currency_11591
C11592,Currency_11592
C11593,Currency_11593
C11594,Currency_11594
C11595,Currency_11595
C11596,Currency_11596
C11597,Currency_11597
C11598,Currency_11598
C11599,Currency_11599
C11600,Currency_11600
C11601,Currency_11601
C11602,Currency_11602
C11603,Currency_11603
C11604,Currency_11604
C11605,Currency_11605
C11606,Currency_11606
C11607,Currency_11607
C11608,Currency_11608
C11609,Currency_11609
C11610,Currency_11610
C11611,Currency_11611
C11612,Currency_11612
C11613,Currency_11613
C11614,Currency_11614
C11615,Currency_11615
C11616,Currency_11616
C11617,Currency_11617
C11618,Currency_11618
C11619,Currency_11619
C11620,Currency_11620
C11621,Currency_11621
C11622,Currency_11622
C11623,Currency_11623
C11624,Currency_11624
C11625,Currency_11625
C11626,Currency_11626
C11627,Currency_11627
C11628,Currency_11628
C11629,Currency_11629
C11630,Currency_11630
C11631,Currency_11631
C11632,Currency_11632
C11633,Currency_11633
C11634,Currency_11634
C11635,Currency_11635
C11636,Currency_11636
C11637,Currency_11637
C11638,Currency_11638
C11639,Currency_11639
C11640,Currency_11640
C11641,Currency_11641
C11642,Currency_11642
C11643,Currency_11643
C11644,Currency_11644
C11645,Currency_11645
C11646,Currency_11646
C11647,Currency_11647
C11648,Currency_11648
C11649,Currency_11649
C11650,Currency_11650
C11651,Currency_11651
C11652,Currency_11652
C11653,Currency_11653
C11654,Currency_11654
C11655,Currency_11655
C11656,Currency_11656
C11657,Currency_11657
C11658,Currency_11658
C11659,Currency_11659
C11660,Currency_11660
C11661,Currency_11661
C11662,Currency_11662
C11663,Currency_11663
C11664,Currency_11664
C11665,Currency_11665
C11666,Currency_11666
C11667,Currency_11667
C11668,Currency_11668
C11669,Currency_11669
C11670,Currency_11670
C11671,Currency_11671
C11672,Currency_11672
C11673,Currency_11673
C11674,Currency_11674
C11675,Currency_11675
C11676,Currency_11676
C11677,Currency_11677
C11678,Currency_11678
C11679,Currency_11679
C11680,Currency_11680
C11681,Currency_11681
C11682,Currency_11682
C11683,Currency_11683
C11684,Currency_11684
C11685,Currency_11685
C11686,Currency_11686
C11687,Currency_11687
C11688,Currency_11688
C11689,Currency_11689
C11690,Currency_11690
C11691,Currency_11691
C11692,Currency_11692
C11693,Currency_11693
C11694,Currency_11694
C11695,Currency_11695
C11696,Currency_11696
C11697,Currency_11697
C11698,Currency_11698
C11699,Currency_11699
C11700,Currency_11700
C11701,Currency_11701
C11702,Currency_11702
C11703,Currency_11703
C11704,Currency_11704
C11705,Currency_11705
C11706,Currency_11706
C11707,Currency_11707
C11708,Currency_11708
C11709,Currency_11709
C11710,Currency_11710
C11711,Currency_11711
C11712,Currency_11712
C11713,Currency_11713
C11714,Currency_11714
C11715,Currency_11715
C11716,Currency_11716
C11717,Currency_11717
C11718,Currency_11718
C11719,Currency_11719
C11720,Currency_11720
C11721,Currency_11721
C11722,Currency_11722
C11723,Currency_11723
C11724,Currency_11724
C11725,Currency_11725
C11726,Currency_11726
C11727,Currency_11727
C11728,Currency_11728
C11729,Currency_11729
C11730,Currency_11730
C11731,Currency_11731
C11732,Currency_11732
C11733,Currency_11733
C11734,Currency_11734
C11735,Currency_11735
C11736,Currency_11736
C11737,Currency_11737
C11738,Currency_11738
C11739,Currency_11739
C11740,Currency_11740
C11741,Currency_11741
C11742,Currency_11742
C11743,Currency_11743
C11744,Currency_11744
C11745,Currency_11745
C11746,Currency_11746
C11747,Currency_11747
C11748,Currency_11748
C11749,Currency_11749
C11750,Currency_11750
C11751,Currency_11751
C11752,Currency_11752
C11753,Currency_11753
C11754,Currency_11754
C11755,Currency_11755
C11756,Currency_11756
C11757,Currency_11757
C11758,Currency_11758
C11759,Currency_11759
C11760,Currency_11760
C11761,Currency_11761
C11762,Currency_11762
C11763,Currency_11763
C11764,Currency_11764
C11765,Currency_11765
C11766,Currency_11766
C11767,Currency_11767
C11768,Currency_11768
C11769,Currency_11769
C11770,Currency_11770
C11771,Currency_11771
C11772,Currency_11772
C11773,Currency_11773
C11774,Currency_11774
C11775,Currency_11775
C11776,Currency_11776
C11777,Currency_11777
C11778,Currency_11778
C11779,Currency_11779
C11780,Currency_11780
C11781,Currency_11781
C11782,Currency_11782
C11783,Currency_11783
C11784,Currency_11784
C11785,Currency_11785
C11786,Currency_11786
C11787,Currency_11787
C11788,Currency_11788
C11789,Currency_11789
C11790,Currency_11790
C11791,Currency_11791
C11792,Currency_11792
C11793,Currency_11793
C11794,Currency_11794
C11795,Currency_11795
C11796,Currency_11796
C11797,Currency_11797
C11798,Currency_11798
C11799,Currency_11799
C11800,Currency_11800
C11801,Currency_11801
C11802,Currency_11802
C11803,Currency_11803
C11804,Currency_11804
C11805,Currency_11805
C11806,Currency_11806
C11807,Currency_11807
C11808,Currency_11808
C11809,Currency_11809
C11810,Currency_11810
C11811,Currency_11811
C11812,Currency_11812
C11813,Currency_11813
C11814,Currency_11814
C11815,Currency_11815
C11816,Currency_11816
C11817,Currency_11817
C11818,Currency_11818
C11819,Currency_11819
C11820,Currency_11820
C11821,Currency_11821
C11822,Currency_11822
C11823,Currency_11823
C11824,Currency_11824
C11825,Currency_11825
C11826,Currency_11826
C11827,Currency_11827
C11828,Currency_11828
C11829,Currency_11829
C11830,Currency_11830
C11831,Currency_11831
C11832,Currency_11832
C11833,Currency_11833
C11834,Currency_11834
C11835,Currency_11835
C11836,Currency_11836
C11837,Currency_11837
C11838,Currency_11838
C11839,Currency_11839
C11840,Currency_11840
C11841,Currency_11841
C11842,Currency_11842
C11843,Currency_11843
C11844,Currency_11844
C11845,Currency_11845
C11846,Currency_11846
C11847,Currency_11847
C11848,Currency_11848
C11849,Currency_11849
C11850,Currency_11850
C11851,Currency_11851
C11852,Currency_11852
C11853,Currency_11853
C11854,Currency_11854
C11855,Currency_11855
C11856,Currency_11856
C11857,Currency_11857
C11858,Currency_11858
C11859,Currency_11859
C11860,Currency_11860
C11861,Currency_11861
C11862,Currency_11862
C11863,Currency_11863
C11864,Currency_11864
C11865,Currency_11865
C11866,Currency_11866
C11867,Currency_11867
C11868,Currency_11868
C11869,Currency_11869
C11870,Currency_11870
C11871,Currency_11871
C11872,Currency_11872
C11873,Currency_11873
C11874,Currency_11874
C11875,Currency_11875
C11876,Currency_11876
C11877,Currency_11877
C11878,Currency_11878
C11879,Currency_11879
C11880,Currency_11880
C11881,Currency_11881
C11882,Currency_11882
C11883,Currency_11883
C11884,Currency_11884
C11885,Currency_11885
C11886,Currency_11886
C11887,Currency_11887
C11888,Currency_11888
C11889,Currency_11889
C11890,Currency_11890
C11891,Currency_11891
C11892,Currency_11892
C11893,Currency_11893
C11894,Currency_11894
C11895,Currency_11895
C11896,Currency_11896
C11897,Currency_11897
C11898,Currency_11898
C11899,Currency_11899
C11900,Currency_11900
C11901,Currency_11901
C11902,Currency_11902
C11903,Currency_11903
C11904,Currency_11904
C11905,Currency_11905
C11906,Currency_11906
C11907,Currency_11907
C11908,Currency_11908
C11909,Currency_11909
C11910,Currency_11910
C11911,Currency_11911
C11912,Currency_11912
C11913,Currency_11913
C11914,Currency_11914
C11915,Currency_11915
C11916,Currency_11916
C11917,Currency_11917
C11918,Currency_11918
C11919,Currency_11919
C11920,Currency_11920
C11921,Currency_11921
C11922,Currency_11922
C11923,Currency_11923
C11924,Currency_11924
C11925,Currency_11925
C11926,Currency_11926
C11927,Currency_11927
C11928,Currency_11928
C11929,Currency_11929
C11930,Currency_11930
C11931,Currency_11931
C11932,Currency_11932
C11933,Currency_11933
C11934,Currency_11934
C11935,Currency_11935
C11936,Currency_11936
C11937,Currency_11937
C11938,Currency_11938
C11939,Currency_11939
C11940,Currency_11940
C11941,Currency_11941
C11942,Currency_11942
C11943,Currency_11943
C11944,Currency_11944
C11945,Currency_11945
C11946,Currency_11946
C11947,Currency_11947
C11948,Currency_11948
C11949,Currency_11949
C11950,Currency_11950
C11951,Currency_11951
C11952,Currency_11952
C11953,Currency_11953
C11954,Currency_11954
C11955,Currency_11955
C11956,Currency_11956
C11957,Currency_11957
C11958,Currency_11958
C11959,Currency_11959
C11960,Currency_11960
C11961,Currency_11961
C11962,Currency_11962
C11963,Currency_11963
C11964,Currency_11964
C11965,Currency_11965
C11966,Currency_11966
C11967,Currency_11967
C11968,Currency_11968
C11969,Currency_11969
C11970,Currency_11970
C11971,Currency_11971
C11972,Currency_11972
C11973,Currency_11973
C11974,Currency_11974
C11975,Currency_11975
C11976,Currency_11976
C11977,Currency_11977
C11978,Currency_11978
C11979,Currency_11979
C11980,Currency_11980
C11981,Currency_11981
C11982,Currency_11982
C11983,Currency_11983
C11984,Currency_11984
C11985,Currency_11985
C11986,Currency_11986
C11987,Currency_11987
C11988,Currency_11988
C11989,Currency_11989
C11990,Currency_11990
C11991,Currency_11991
C11992,Currency_11992
C11993,Currency_11993
C11994,Currency_11994
C11995,Currency_11995
C11996,Currency_11996
C11997,Currency_11997
C11998,Currency_11998
C11999,Currency_11999
C12000,Currency_12000
C12001,Currency_12001
C12002,Currency_12002
C12003,Currency_12003
C12004,Currency_12004
C12005,Currency_12005
C12006,Currency_12006
C12007,Currency_12007
C12008,Currency_12008
C12009,Currency_12009
C12010,Currency_12010
C12011,Currency_12011
C12012,Currency_12012
C12013,Currency_12013
C12014,Currency_12014
C12015,Currency_12015
C12016,Currency_12016
C12017,Currency_12017
C12018,Currency_12018
C12019,Currency_12019
C12020,Currency_12020
C12021,Currency_12021
C12022,Currency_12022
C12023,Currency_12023
C12024,Currency_12024
C12025,Currency_12025
C12026,Currency_12026
C12027,Currency_12027
C12028,Currency_12028
C12029,Currency_12029
C12030,Currency_12030
C12031,Currency_12031
C12032,Currency_12032
C12033,Currency_12033
C12034,Currency_12034
C12035,Currency_12035
C12036,Currency_12036
C12037,Currency_12037
C12038,Currency_12038
C12039,Currency_12039
C12040,Currency_12040
C12041,Currency_12041
C12042,Currency_12042
C12043,Currency_12043
C12044,Currency_12044
C12045,Currency_12045
C12046,Currency_12046
C12047,Currency_12047
C12048,Currency_12048
C12049,Currency_12049
C12050,Currency_12050
C12051,Currency_12051
C12052,Currency_12052
C12053,Currency_12053
C12054,Currency_12054
C12055,Currency_12055
C12056,Currency_12056
C12057,Currency_12057
C12058,Currency_12058
C12059,Currency_12059
C12060,Currency_12060
C12061,Currency_12061
C12062,Currency_12062
C12063,Currency_12063
C12064,Currency_12064
C12065,Currency_12065
C12066,Currency_12066
C12067,Currency_12067
C12068,Currency_12068
C12069,Currency_12069
C12070,Currency_12070
C12071,Currency_12071
C12072,Currency_12072
C12073,Currency_12073
C12074,Currency_12074
C12075,Currency_12075
C12076,Currency_12076
C12077,Currency_12077
C12078,Currency_12078
C12079,Currency_12079
C12080,Currency_12080
C12081,Currency_12081
C12082,Currency_12082
C12083,Currency_12083
C12084,Currency_12084
C12085,Currency_12085
C12086,Currency_12086
C12087,Currency_12087
C12088,Currency_12088
C12089,Currency_12089
C12090,Currency_12090
C12091,Currency_12091
C12092,Currency_12092
C12093,Currency_12093
C12094,Currency_12094
C12095,Currency_12095
C12096,Currency_12096
C12097,Currency_12097
C12098,Currency_12098
C12099,Currency_12099
C12100,Currency_12100
C12101,Currency_12101
C12102,Currency_12102
C12103,Currency_12103
C12104,Currency_12104
C12105,Currency_12105
C12106,Currency_12106
C12107,Currency_12107
C12108,Currency_12108
C12109,Currency_12109
C12110,Currency_12110
C12111,Currency_12111
C12112,Currency_12112
C12113,Currency_12113
C12114,Currency_12114
C12115,Currency_12115
C12116,Currency_12116
C12117,Currency_12117
C12118,Currency_12118
C12119,Currency_12119
C12120,Currency_12120
C12121,Currency_12121
C12122,Currency_12122
C12123,Currency_12123
C12124,Currency_12124
C12125,Currency_12125
C12126,Currency_12126
C12127,Currency_12127
C12128,Currency_12128
C12129,Currency_12129
C12130,Currency_12130
C12131,Currency_12131
C12132,Currency_12132
C12133,Currency_12133
C12134,Currency_12134
C12135,Currency_12135
C12136,Currency_12136
C12137,Currency_12137
C12138,Currency_12138
C12139,Currency_12139
C12140,Currency_12140
C12141,Currency_12141
C12142,Currency_12142
C12143,Currency_12143
C12144,Currency_12144
C12145,Currency_12145
C12146,Currency_12146
C12147,Currency_12147
C12148,Currency_12148
C12149,Currency_12149
C12150,Currency_12150
C12151,Currency_12151
C12152,Currency_12152
C12153,Currency_12153
C12154,Currency_12154
C12155,Currency_12155
C12156,Currency_12156
C12157,Currency_12157
C12158,Currency_12158
C12159,Currency_12159
C12160,Currency_12160
C12161,Currency_12161
C12162,Currency_12162
C12163,Currency_12163
C12164,Currency_12164
C12165,Currency_12165
C12166,Currency_12166
C12167,Currency_12167
C12168,Currency_12168
C12169,Currency_12169
C12170,Currency_12170
C12171,Currency_12171
C12172,Currency_12172
C12173,Currency_12173
C12174,Currency_12174
C12175,Currency_12175
C12176,Currency_12176
C12177,Currency_12177
C12178,Currency_12178
C12179,Currency_12179
C12180,Currency_12180
C12181,Currency_12181
C12182,Currency_12182
C12183,Currency_12183
C12184,Currency_12184
C12185,Currency_12185
C12186,Currency_12186
C12187,Currency_12187
C12188,Currency_12188
C12189,Currency_12189
C12190,Currency_12190
C12191,Currency_12191
C12192,Currency_12192
C12193,Currency_12193
C12194,Currency_12194
C12195,Currency_12195
C12196,Currency_12196
C12197,Currency_12197
C12198,Currency_12198
C12199,Currency_12199
C12200,Currency_12200
C12201,Currency_12201
C12202,Currency_12202
C12203,Currency_12203
C12204,Currency_12204
C12205,Currency_12205
C12206,Currency_12206
C12207,Currency_12207
C12208,Currency_12208
C12209,Currency_12209
C12210,Currency_12210
C12211,Currency_12211
C12212,Currency_12212
C12213,Currency_12213
C12214,Currency_12214
C12215,Currency_12215
C12216,Currency_12216
C12217,Currency_12217
C12218,Currency_12218
C12219,Currency_12219
C12220,Currency_12220
C12221,Currency_12221
C12222,Currency_12222
C12223,Currency_12223
C12224,Currency_12224
C12225,Currency_12225
C12226,Currency_12226
C12227,Currency_12227
C12228,Currency_12228
C12229,Currency_12229
C12230,Currency_12230
C12231,Currency_12231
C12232,Currency_12232
C12233,Currency_12233
C12234,Currency_12234
C12235,Currency_12235
C12236,Currency_12236
C12237,Currency_12237
C12238,Currency_12238
C12239,Currency_12239
C12240,Currency_12240
C12241,Currency_12241
C12242,Currency_12242
C12243,Currency_12243
C12244,Currency_12244
C12245,Currency_12245
C12246,Currency_12246
C12247,Currency_12247
C12248,Currency_12248
C12249,Currency_12249
C12250,Currency_12250
C12251,Currency_12251
C12252,Currency_12252
C12253,Currency_12253
C12254,Currency_12254
C12255,Currency_12255
C12256,Currency_12256
C12257,Currency_12257
C12258,Currency_12258
C12259,Currency_12259
C12260,Currency_12260
C12261,Currency_12261
C12262,Currency_12262
C12263,Currency_12263
C12264,Currency_12264
C12265,Currency_12265
C12266,Currency_12266
C12267,Currency_12267
C12268,Currency_12268
C12269,Currency_12269
C12270,Currency_12270
C12271,Currency_12271
C12272,Currency_12272
C12273,Currency_12273
C12274,Currency_12274
C12275,Currency_12275
C12276,Currency_12276
C12277,Currency_12277
C12278,Currency_12278
C12279,Currency_12279
C12280,Currency_12280
C12281,Currency_12281
C12282,Currency_12282
C12283,Currency_12283
C12284,Currency_12284
C12285,Currency_12285
C12286,Currency_12286
C12287,Currency_12287
C12288,Currency_12288
C12289,Currency_12289
C12290,Currency_12290
C12291,Currency_12291
C12292,Currency_12292
C12293,Currency_12293
C12294,Currency_12294
C12295,Currency_12295
C12296,Currency_12296
C12297,Currency_12297
C12298,Currency_12298
C12299,Currency_12299
C12300,Currency_12300
C12301,Currency_12301
C12302,Currency_12302
C12303,Currency_12303
C12304,Currency_12304
C12305,Currency_12305
C12306,Currency_12306
C12307,Currency_12307
C12308,Currency_12308
C12309,Currency_12309
C12310,Currency_12310
C12311,Currency_12311
C12312,Currency_12312
C12313,Currency_12313
C12314,Currency_12314
C12315,Currency_12315
C12316,Currency_12316
C12317,Currency_12317
C12318,Currency_12318
C12319,Currency_12319
C12320,Currency_12320
C12321,Currency_12321
C12322,Currency_12322
C12323,Currency_12323
C12324,Currency_12324
C12325,Currency_12325
C12326,Currency_12326
C12327,Currency_12327
C12328,Currency_12328
C12329,Currency_12329
C12330,Currency_12330
C12331,Currency_12331
C12332,Currency_12332
C12333,Currency_12333
C12334,Currency_12334
C12335,Currency_12335
C12336,Currency_12336
C12337,Currency_12337
C12338,Currency_12338
C12339,Currency_12339
C12340,Currency_12340
C12341,Currency_12341
C12342,Currency_12342
C12343,Currency_12343
C12344,Currency_12344
C12345,Currency_12345
C12346,Currency_12346
C12347,Currency_12347
C12348,Currency_12348
C12349,Currency_12349
C12350,Currency_12350
C12351,Currency_12351
C12352,Currency_12352
C12353,Currency_12353
C12354,Currency_12354
C12355,Currency_12355
C12356,Currency_12356
C12357,Currency_12357
C12358,Currency_12358
C12359,Currency_12359
C12360,Currency_12360
C12361,Currency_12361
C12362,Currency_12362
C12363,Currency_12363
C12364,Currency_12364
C12365,Currency_12365
C12366,Currency_12366
C12367,Currency_12367
C12368,Currency_12368
C12369,Currency_12369
C12370,Currency_12370
C12371,Currency_12371
C12372,Currency_12372
C12373,Currency_12373
C12374,Currency_12374
C12375,Currency_12375
C12376,Currency_12376
C12377,Currency_12377
C12378,Currency_12378
C12379,Currency_12379
C12380,Currency_12380
C12381,Currency_12381
C12382,Currency_12382
C12383,Currency_12383
C12384,Currency_12384
C12385,Currency_12385
C12386,Currency_12386
C12387,Currency_12387
C12388,Currency_12388
C12389,Currency_12389
C12390,Currency_12390
C12391,Currency_12391
C12392,Currency_12392
C12393,Currency_12393
C12394,Currency_12394
C12395,Currency_12395
C12396,Currency_12396
C12397,Currency_12397
C12398,Currency_12398
C12399,Currency_12399
C12400,Currency_12400
C12401,Currency_12401
C12402,Currency_12402
C12403,Currency_12403
C12404,Currency_12404
C12405,Currency_12405
C12406,Currency_12406
C12407,Currency_12407
C12408,Currency_12408
C12409,Currency_12409
C12410,Currency_12410
C12411,Currency_12411
C12412,Currency_12412
C12413,Currency_12413
C12414,Currency_12414
C12415,Currency_12415
C12416,Currency_12416
C12417,Currency_12417
C12418,Currency_12418
C12419,Currency_12419
C12420,Currency_12420
C12421,Currency_12421
C12422,Currency_12422
C12423,Currency_12423
C12424,Currency_12424
C12425,Currency_12425
C12426,Currency_12426
C12427,Currency_12427
C12428,Currency_12428
C12429,Currency_12429
C12430,Currency_12430
C12431,Currency_12431
C12432,Currency_12432
C12433,Currency_12433
C12434,Currency_12434
C12435,Currency_12435
C12436,Currency_12436
C12437,Currency_12437
C12438,Currency_12438
C12439,Currency_12439
C12440,Currency_12440
C12441,Currency_12441
C12442,Currency_12442
C12443,Currency_12443
C12444,Currency_12444
C12445,Currency_12445
C12446,Currency_12446
C12447,Currency_12447
C12448,Currency_12448
C12449,Currency_12449
C12450,Currency_12450
C12451,Currency_12451
C12452,Currency_12452
C12453,Currency_12453
C12454,Currency_12454
C12455,Currency_12455
C12456,Currency_12456
C12457,Currency_12457
C12458,Currency_12458
C12459,Currency_12459
C12460,Currency_12460
C12461,Currency_12461
C12462,Currency_12462
C12463,Currency_12463
C12464,Currency_12464
C12465,Currency_12465
C12466,Currency_12466
C12467,Currency_12467
C12468,Currency_12468
C12469,Currency_12469
C12470,Currency_12470
C12471,Currency_12471
C12472,Currency_12472
C12473,Currency_12473
C12474,Currency_12474
C12475,Currency_12475
C12476,Currency_12476
C12477,Currency_12477
C12478,Currency_12478
C12479,Currency_12479
C12480,Currency_12480
C12481,Currency_12481
C12482,Currency_12482
C12483,Currency_12483
C12484,Currency_12484
C12485,Currency_12485
C12486,Currency_12486
C12487,Currency_12487
C12488,Currency_12488
C12489,Currency_12489
C12490,Currency_12490
C12491,Currency_12491
C12492,Currency_12492
C12493,Currency_12493
C12494,Currency_12494
C12495,Currency_12495
C12496,Currency_12496
C12497,Currency_12497
C12498,Currency_12498
C12499,Currency_12499
C12500,Currency_12500
